ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Kind,Seasons Count
2745,Kill Hitler! The Luck of the Devil,2015,,6.5,,1,0,0,0,0,tv movie,NA
2746,Carlos Ballarta: Furia Ñera,2018,,7.2,,1,0,0,0,0,movie,NA
2747,12 Round Gun,2017,18+,4.7,,1,0,0,0,0,movie,NA
2748,Baadshaho,2017,,4.9,,1,0,0,0,0,movie,NA
2749,Khido Khundi,2018,7+,6.5,,1,0,0,0,0,movie,NA
2750,Garuda Di Dadaku,2009,,6.7,,1,0,0,0,0,movie,NA
2751,Sinister Circle,2015,,4.6,,1,0,0,0,0,movie,NA
2752,Galih & Ratna,2017,,6.6,,1,0,0,0,0,movie,NA
2753,Shubh Aarambh,2017,,7.3,,1,0,0,0,0,movie,NA
2754,Agustín Aristarán: Soy Rada,2018,,6.7,,1,0,0,0,0,movie,NA
2755,Love Is a Story,2015,,6.1,,1,0,0,0,0,movie,NA
2756,Deewangee,2002,,6.6,,1,0,1,0,0,movie,NA
2757,Surviving Christmas with the Relatives,2018,,5.0,,1,0,1,0,0,movie,NA
2758,Sat Shri Akaal England,2017,7+,5.3,,1,0,0,0,0,movie,NA
2759,Road to Yesterday,2015,,6.1,,1,0,0,0,0,movie,NA
2760,Ghost Patrol,2016,,4.9,,1,0,0,0,0,movie,NA
2761,"I, Potro",2018,,6.2,,1,0,0,0,0,tv movie,NA
2762,Alien Warfare,2019,,2.6,,1,0,0,0,0,movie,NA
2763,Uncertain Glory,2017,,6.2,,1,0,0,0,0,movie,NA
2764,Komola Rocket,2018,,7.4,,1,0,0,0,0,movie,NA
2765,Fred Armisen: Standup for Drummers,2018,,5.8,,1,0,0,0,0,movie,NA
2766,Amateur,2016,,6.4,,1,0,0,0,0,movie,NA
2767,Jaoon Kahan Bata Ae Dil,2018,,6.1,,1,0,0,0,0,movie,NA
2768,Always a Bridesmaid,2000,,6.2,,1,0,0,0,0,movie,NA
2769,High Society,2017,,5.3,,1,0,0,0,0,movie,NA
2770,Camera Store,2016,,5.6,,1,0,0,0,0,movie,NA
2771,Eeda,2018,,7.2,,1,0,0,0,0,movie,NA
2772,Brian Regan: Nunchucks and Flamethrowers,2017,,6.2,,1,0,0,0,0,movie,NA
2773,Desolate,2019,,4.8,,1,0,0,0,0,movie,NA
2774,Blockbuster,2017,,5.5,,1,0,0,0,0,movie,NA
2775,May We Chat,2013,,5.0,,1,0,0,0,0,movie,NA
2776,Coffee for All,2017,,5.8,,1,0,0,0,0,movie,NA
2777,Ghosts of Sugar Land,2019,,5.5,,1,0,0,0,0,movie,NA
2778,This Was Tomorrow,2015,7+,6.2,,1,0,0,0,0,movie,NA
2779,"Yo-kai Watch the Movie: It's the Secret of Birth, Meow!",2014,,5.4,,1,0,0,0,0,movie,NA
2780,My Little Pony: Equestria Girls - Rollercoaster of Friendship,2018,,6.4,,1,0,0,0,0,tv movie,NA
2781,Notes from Dunblane: Lessons from a School Shooting,2018,,5.8,,1,0,0,0,0,movie,NA
2782,The Russian Revloution,2017,16+,6.5,,1,0,0,0,0,movie,NA
2783,Lusers,2015,,4.8,,1,0,0,0,0,movie,NA
2784,Willy and the Guardians of the Lake,2018,,6.7,,1,0,0,0,0,movie,NA
2785,Raghda Motawahesha,2018,,5.2,,1,0,0,0,0,NA,NA
2786,Urumbukal Urangarilla,2015,,6.3,,1,0,0,0,0,movie,NA
2787,Der NSU-Komplex,2016,,6.4,,1,0,0,0,0,tv movie,NA
2788,"Abdullah, The Final Witness",2015,,7.0,,1,0,0,0,0,movie,NA
2789,Paranormal Investigation,2018,,3.7,,1,0,0,0,0,movie,NA
2790,Baby Mamas,2018,,6.5,,1,0,0,0,0,movie,NA
2791,Perú: Tesoro escondido,2017,,6.1,,1,0,0,0,0,movie,NA
2792,A Witches' Ball,2017,7+,5.1,,1,0,0,0,0,movie,NA
2793,Tim Allen: Men Are Pigs,1990,,5.9,,1,0,1,0,0,movie,NA
2794,Stray Bullet,2018,,6.1,75%,1,0,0,0,0,movie,NA
2795,Lynne Koplitz: Hormonal Beast,2017,,6.1,,1,0,0,0,0,movie,NA
2796,Captain Underpants: Epic Choice-o-rama,2020,,6.3,,1,0,0,0,0,tv short,NA
2797,Concrete Football,2016,,,,1,0,0,0,0,movie,NA
2798,#Selfie,2014,,6.1,,1,0,0,0,0,movie,NA
2799,Thottappan,2019,,7.0,,1,0,0,0,0,movie,NA
2800,Rafinha Bastos: Ultimatum,2018,18+,6.5,,1,0,0,0,0,movie,NA
2801,Handsome: A Netflix Mystery Movie,2017,16+,5.2,,1,0,0,0,0,movie,NA
2802,Rattle the Cage,2015,,6.7,,1,0,0,0,0,movie,NA
2803,John Day,2013,18+,5.7,,1,0,1,0,0,movie,NA
2804,Tik Tok,2016,,5.6,,1,0,0,0,0,movie,NA
2805,The Violin Player,2016,,6.9,,1,0,0,0,0,movie,NA
2806,Jackpot,2015,,6.7,,1,0,1,0,0,movie,NA
2807,Little Miss Sumo,2018,,6.6,,1,0,0,0,0,movie,NA
2808,Robin Hood: The Rebellion,2018,,4.4,,1,0,0,0,0,movie,NA
2809,JFK: The Making of a President,2017,,6.5,,1,0,0,0,0,tv movie,NA
2810,Meet the Trumps: From Immigrant to President,2017,,4.7,,1,0,0,0,0,tv movie,NA
2811,Prague,2013,,5.8,,1,0,1,0,0,movie,NA
2812,Misfit,2017,all,4.3,,1,0,1,0,0,movie,NA
2813,Firebrand,2019,,5.1,,1,0,0,0,0,movie,NA
2814,Hurricane Bianca: From Russia with Hate,2018,,4.7,,1,0,0,0,0,movie,NA
2815,After the Raid,2019,,4.2,,1,0,0,0,0,movie,NA
2816,Strange Voices,1987,,6.5,,1,0,0,0,0,tv movie,NA
2817,Pettson and Findus: The Best Christmas Ever,2016,,5.5,,1,0,0,0,0,movie,NA
2818,"Footprints, the Path of Your Life",2016,7+,6.2,,1,0,0,0,0,movie,NA
2819,Na Bangaaru Talli,2014,,7.2,,1,0,0,0,0,movie,NA
2820,Kisaan,2009,,5.4,,1,0,0,0,0,movie,NA
2821,Saath Saath,1982,,7.1,,1,0,0,0,0,movie,NA
2822,Luccas Neto in: Summer Camp,2019,,,,1,0,0,0,0,NA,NA
2823,The Little Switzerland,2019,7+,4.8,,1,0,0,0,0,movie,NA
2824,They Are Everywhere,2016,,5.4,,1,0,0,0,0,movie,NA
2825,The Pursuit,2019,,6.0,,1,0,1,0,0,movie,NA
2826,Nocturne,2017,,4.6,,1,0,1,0,0,movie,NA
2827,Pinky Memsaab,2018,,6.5,,1,0,0,0,0,movie,NA
2828,Smosh: The Movie,2015,18+,3.3,,1,0,0,0,0,movie,NA
2829,Seth Rogen's Hilarity for Charity,2018,,5.0,,1,0,0,0,0,movie,NA
2830,Power Rangers Megaforce: Ultimate Team Power,2013,7+,6.9,,1,0,0,0,0,video movie,NA
2831,Zachariayude Garbhinikal,2013,,6.2,,1,0,1,0,0,movie,NA
2832,Beneath The Leaves,2019,18+,4.5,20%,1,0,0,0,0,movie,NA
2833,The Memory of Water,2015,,6.1,,1,0,0,0,0,movie,NA
2834,War Chod Na Yaar,2013,,5.5,,1,0,1,0,0,movie,NA
2835,Madness in the Desert: The Paris to Dakar Story,2013,,7.6,,1,0,0,0,0,tv movie,NA
2836,The Reliant,2019,13+,3.6,,1,0,0,0,0,movie,NA
2837,The Twins Effect II,2004,,4.9,,1,0,0,0,0,movie,NA
2838,#SquadGoals,2018,,4.0,,1,0,0,0,0,movie,NA
2839,S Storm,2016,13+,5.1,,1,0,0,0,0,movie,NA
2840,Garfield's Fun Fest,2008,7+,4.4,,1,0,0,0,0,video movie,NA
2841,Only Mine,2019,16+,4.7,,1,0,0,0,0,movie,NA
2842,I'm Not Crazy!,2018,18+,5.5,,1,0,0,0,0,episode,NA
2843,Aashik Aawara,1993,,5.3,,1,0,0,0,0,movie,NA
2844,Schubert in Love,2016,,5.1,,1,0,0,0,0,movie,NA
2845,Main Aurr Mrs Khanna,2009,,3.5,,1,0,0,0,0,movie,NA
2846,Monopoly ( Bank Of Luck),2017,,5.8,,1,0,0,0,0,movie,NA
2847,ZANZ,2018,,7.2,,1,0,0,0,0,movie,NA
2848,Kiss and Cry,2017,,5.9,,1,0,0,0,0,movie,NA
2849,Katherine Ryan: Glitter Room,2019,,6.0,,1,0,0,0,0,movie,NA
2850,23:59,2011,18+,4.7,,1,0,0,0,0,movie,NA
2851,Bir Baba Hindu,2016,13+,2.8,,1,0,0,0,0,movie,NA
2852,Bring It On: Worldwide #Cheersmack,2017,13+,4.2,,1,0,0,0,0,movie,NA
2853,Halkaa,2018,,7.3,,1,0,0,0,0,movie,NA
2854,Little Dragon Maiden,1983,,5.9,,1,0,1,0,0,movie,NA
2855,Buddy Thunderstruck: The Maybe Pile,2017,,7.3,,1,0,0,0,0,episode,NA
2856,Target,2018,,4.0,,1,0,1,0,0,movie,NA
2857,The Chord,2011,,6.1,,1,0,0,0,0,movie,NA
2858,Gadaar: The Traitor,2015,7+,6.3,,1,0,0,0,0,movie,NA
2859,A Haunting at Silver Falls: The Return,2019,18+,3.2,,1,0,0,0,0,movie,NA
2860,Todd Glass Stand-Up Special,2012,,6.1,,1,0,0,0,0,movie,NA
2861,Felipe Esparza: They're Not Gonna Laugh At You,2012,,6.5,,1,0,0,0,0,movie,NA
2862,Savita Damodar Paranjpe,2018,,6.0,,1,0,0,0,0,movie,NA
2863,Lo más sencillo es complicarlo todo,2018,7+,3.8,,1,0,0,0,0,movie,NA
2864,5 Star Christmas,2018,,4.5,,1,0,0,0,0,movie,NA
2865,Ánima,2018,,6.5,,1,0,0,0,0,movie,NA
2866,Amrapali,1966,,6.7,,1,0,0,0,0,movie,NA
2867,Across Grace Alley,2013,all,6.5,,1,0,0,0,0,movie,NA
2868,Armed Response,2017,18+,3.7,,1,0,0,0,0,movie,NA
2869,Bachelor Girls,2016,,6.7,,1,0,0,0,0,movie,1
2870,Phir Se,2015,,5.6,,1,0,1,0,0,tv movie,NA
2871,Patria,2014,,6.0,,1,0,0,0,0,tv series,NA
2872,Back of the Net,2019,,5.0,50%,1,0,0,0,0,movie,NA
2873,Holy Goalie,2018,,5.2,,1,0,0,0,0,movie,NA
2874,Pedal the World,2014,,5.1,,1,0,0,0,0,movie,NA
2875,A Fairly Odd Summer,2014,all,4.0,,1,1,0,0,0,tv movie,NA
2876,Bruno & Boots: The Wizzle War,2017,,5.2,,1,0,0,0,0,tv movie,NA
2877,Are We Done,2018,,5.8,,1,0,0,0,0,movie,NA
2878,Aalorukkam,2018,,6.9,,1,0,0,0,0,movie,NA
2879,Twins Mission,2007,,5.3,,1,0,0,0,0,movie,NA
2880,El Potro: Lo mejor del amor,2018,,5.2,,1,0,0,0,0,movie,NA
2881,10 jours en or,2012,,5.8,,1,0,0,0,0,movie,NA
2882,Judge Singh LLB,2015,all,7.4,,1,0,0,0,0,movie,NA
2883,Forever Chape,2018,,7.1,,1,0,0,0,0,movie,NA
2884,Ludo,2015,,2.8,,1,0,0,0,0,movie,NA
2885,It Takes a Lunatic,2019,,6.5,,1,0,0,0,0,movie,NA
2886,Rakkhosh,2019,,4.7,,1,0,0,0,0,movie,NA
2887,Before the Flying Circus,2008,,7.3,,1,0,0,0,0,tv movie,NA
2888,Thaandavam,2012,,6.1,,1,0,0,0,0,movie,NA
2889,The Milk System,2018,,7.1,,1,0,0,0,0,movie,NA
2890,Lock,2016,7+,6.1,,1,0,0,0,0,movie,NA
2891,Santa Pac's Merry Berry Day,2016,7+,4.8,,1,0,0,0,0,NA,NA
2892,Mi Amigo Alexis,2019,,4.9,,1,0,0,0,0,movie,NA
2893,The Truth About Alcohol,2016,,6.1,,1,0,0,0,0,video movie,NA
2894,King of Boys,2018,,5.6,,1,0,0,0,0,movie,NA
2895,New Money,2018,,4.8,60%,1,0,1,0,0,movie,NA
2896,Omar & Salma 3,2012,,3.8,,1,0,0,0,0,movie,NA
2897,Bilu: A Demon Within,2017,,7.0,,1,0,0,0,0,movie,NA
2898,Beary Tales,2013,,8.1,,1,0,0,0,0,movie,NA
2899,Ralphie May: Unruly,2015,,4.7,,1,0,0,0,0,video movie,NA
2900,Go! The Unforgettable Party,2019,,5.6,,1,0,0,0,0,movie,NA
2901,Camarón: The Film,2018,,7.3,,1,0,0,0,0,movie,NA
2902,All Hallow's Eve,2016,,5.1,,1,0,0,0,0,NA,NA
2903,Parchís: The Documentary,2019,,6.9,,1,0,0,0,0,movie,NA
2904,The Last Party,2016,18+,4.5,,1,0,0,0,0,movie,NA
2905,Acapulco la vida va,2017,,5.4,,1,0,0,0,0,movie,NA
2906,Running Out of Time,2018,,4.1,,1,0,0,0,0,movie,NA
2907,When Hari Got Married,2013,,7.0,,1,0,0,0,0,movie,NA
2908,Singapore,1960,,6.1,,1,0,0,0,0,movie,5
2909,Hombanna,2017,,8.4,,1,0,0,0,0,movie,NA
2910,Hera Pheri,1976,18+,6.8,,1,0,1,0,0,movie,NA
2911,The Forgotten,2014,,5.3,,1,0,0,0,0,tv series,NA
2912,Freshman Year,2019,,5.9,,1,0,0,0,0,movie,NA
2913,Anjaan,2014,,5.0,,1,0,1,0,0,movie,NA
2914,Viking Destiny,2018,18+,4.2,13%,1,0,0,0,0,movie,NA
2915,Aagey Se Right,2009,all,5.1,,1,0,0,0,0,movie,NA
2916,Alexis Viera: A Story of Surviving,2019,,,,1,0,0,0,0,movie,NA
2917,Aditi Mittal: Things They Wouldn't Let Me Say,2017,18+,4.4,,1,0,0,0,0,movie,NA
2918,Beiimaan Love,2016,13+,2.8,,1,0,1,0,0,movie,NA
2919,Vanjagar Ulagam,2018,,6.2,,1,0,0,0,0,movie,NA
2920,John & Jane,2005,,6.6,,1,0,0,0,0,movie,NA
2921,"Chatô, The King of Brazil",2015,,6.0,,1,0,0,0,0,movie,NA
2922,Familiye,2018,,6.5,,1,0,0,0,0,movie,NA
2923,Mr. Chandramouli,2018,18+,5.2,,1,0,1,0,0,movie,NA
2924,Amelia: A Tale of Two Sisters,2017,,,,1,0,0,0,0,movie,NA
2925,"We, The Marines",2017,,5.4,,1,0,0,0,0,movie,NA
2926,A New Capitalism,2017,all,6.5,,1,0,0,0,0,movie,NA
2927,Urban Cowboy: The Rise and Fall of Gilley's,2015,13+,,,1,0,0,0,0,movie,NA
2928,Kaf alqamar,2011,,6.1,,1,0,0,0,0,movie,NA
2929,The Figurine,2009,,4.5,,1,0,0,0,0,movie,NA
2930,Dear Dracula,2012,,5.2,,1,0,0,0,0,video movie,NA
2931,The Car: Road to Revenge,2019,,4.0,,1,0,0,0,0,movie,NA
2932,Sniper: Special Ops,2016,18+,3.2,,1,0,0,0,0,movie,NA
2933,Warfighter,2018,,4.2,,1,0,0,0,0,movie,NA
2934,Born to Be Free,2017,,7.5,,1,0,0,0,0,movie,NA
2935,Ice,2016,,5.7,,1,0,0,0,0,movie,NA
2936,Romantik Komedi 2: Bekarlığa Veda,2013,,5.2,,1,0,0,0,0,movie,NA
2937,Something Huge,2017,,4.6,,1,0,0,0,0,movie,NA
2938,Love You... Love You Not...,2015,,5.4,,1,0,0,0,0,movie,NA
2939,Wahed Sahih,2012,,6.3,,1,0,0,0,0,movie,NA
2940,Rise of the Zombie,2013,18+,3.6,,1,0,1,0,0,movie,NA
2941,Ghesh El-Zawgeya,2012,,4.6,,1,0,0,0,0,movie,NA
2942,3 Seconds Divorce,2018,,7.2,,1,0,0,0,0,movie,NA
2943,Chance Pe Dance,2010,all,4.7,,1,0,0,0,0,movie,NA
2944,Carlos Ballarta: El Amor es de Putos,2016,,7.0,,1,0,0,0,0,movie,NA
2945,Prince Charming,1999,,5.6,,1,0,0,0,0,movie,NA
2946,Souk Bazaar,2015,7+,5.3,,1,0,0,0,0,NA,NA
2947,Chaotic Love Poems,2016,,6.5,,1,0,0,0,0,movie,NA
2948,90 ML,2019,7+,3.3,,1,0,1,0,0,movie,NA
2949,The Worthy,2016,,5.2,,1,0,0,0,0,movie,NA
2950,The Thief and the Fool,2013,,5.2,,1,0,0,0,0,movie,NA
2951,The Holy Man,2005,,6.3,,1,0,0,0,0,movie,NA
2952,What's Your Raashee?,2009,13+,4.6,,1,0,0,0,0,movie,NA
2953,Daniel Sosa: Maleducado,2019,,7.1,,1,0,0,0,0,movie,NA
2954,Action Replayy,2010,7+,4.2,,1,0,1,0,0,movie,NA
2955,La sangre del gallo,2015,,5.4,,1,0,0,0,0,movie,NA
2956,A Stoning in Fulham County,1988,,5.7,,1,0,0,0,0,tv movie,NA
2957,Warda,2014,,4.1,,1,0,0,0,0,movie,NA
2958,Gour Hari Dastaan,2015,,7.5,40%,1,0,0,0,0,movie,NA
2959,Bruno & Boots: Go Jump in the Pool,2016,,5.7,,1,0,0,0,0,tv movie,NA
2960,SDU: Sex Duties Unit,2013,,6.0,,1,0,0,0,0,movie,NA
2961,A StoryBots Christmas,2017,,5.9,,1,0,0,0,0,tv movie,NA
2962,Odu Raja Odu,2018,,7.2,,1,0,0,0,0,movie,NA
2963,Franco Escamilla: For the Anecdote,2018,,6.8,,1,0,0,0,0,NA,NA
2964,French Dirty,2015,,5.2,,1,0,0,0,0,movie,NA
2965,Ms. Mammy,2012,,4.6,,1,0,0,0,0,movie,NA
2966,Bekia,2018,,4.9,,1,0,0,0,0,movie,NA
2967,Los Tigres del Norte at Folsom Prison,2019,,6.9,,1,0,0,0,0,movie,NA
2968,Bruno & Boots: This Can't Be Happening at Macdonald Hall,2017,,5.4,,1,0,0,0,0,tv movie,NA
2969,Quiet Victory: The Charlie Wedemeyer Story,1988,,7.7,,1,0,0,0,0,tv movie,NA
2970,Bombairiya,2019,,4.4,,1,0,0,0,0,movie,9
2971,Bang Rajan 2,2010,,5.5,,1,0,1,0,0,movie,NA
2972,Ghanchakkar,2013,7+,5.8,,1,0,0,0,0,movie,NA
2973,English Babu Desi Mem,1996,7+,4.7,,1,0,0,0,0,movie,NA
2974,The Trader,2018,,7.3,,1,0,0,0,0,movie,NA
2975,Phone Swap,2012,,5.9,,1,0,0,0,0,tv mini series,NA
2976,Spirit Riding Free: Spirit of Christmas,2019,,6.0,,1,0,0,0,0,movie,NA
2977,5Gang: A different kind of Christmas,2019,,1.6,,1,0,0,0,0,tv movie,NA
2978,The Alien and Me,2016,,5.5,,1,0,0,0,0,movie,NA
2979,Naughty Jatts,2013,all,6.3,,1,0,0,0,0,movie,NA
2980,Freezer's Campaign,2016,,,,1,0,0,0,0,movie,NA
2981,Once a Gangster,2010,,5.8,,1,0,0,0,0,movie,NA
2982,Monkey Up,2016,7+,3.8,,1,0,0,0,0,movie,NA
2983,10 Days In Sun City,2017,,5.2,,1,0,1,0,0,movie,1
2984,In My Country,2019,,,,1,0,0,0,0,movie,NA
2985,Autohead,2016,,6.0,,1,0,0,0,0,movie,NA
2986,Incorruptible,2015,,5.9,,1,0,0,0,0,movie,NA
2987,Krishna Cottage,2004,,5.1,,1,0,0,0,0,movie,NA
2988,It's Fine,2016,,7.7,,1,0,0,0,0,tv series,NA
2989,Super Monsters Save Christmas,2019,all,4.4,,1,0,0,0,0,tv movie,NA
2990,The Bling Lagosians,2019,,6.5,,1,0,0,0,0,movie,NA
2991,Needhi Singh,2016,,6.0,,1,0,0,0,0,movie,NA
2992,Teen Aur Aadha,2018,,6.8,,1,0,0,0,0,movie,NA
2993,Sommore: Chandelier Status,2013,,6.3,,1,0,0,0,0,movie,NA
2994,The Christmas Project,2016,7+,5.3,,1,0,0,0,0,movie,NA
2995,The Wedding Party 2: Destination Dubai,2017,13+,4.4,,1,0,0,0,0,movie,NA
2996,Love Is War,2019,,7.2,,1,0,0,0,0,movie,NA
2997,Zokkomon,2011,7+,4.1,,1,0,0,0,0,movie,NA
2998,Clarence Clemons: Who Do I Think I Am?,2019,,6.1,,1,0,0,0,0,movie,NA
2999,Melle,2017,,6.4,,1,0,1,0,0,movie,NA
3000,Misfit 2,2019,,5.6,,1,0,0,0,0,movie,NA
3001,Tatah,2013,,4.4,,1,0,0,0,0,movie,NA
3002,Indiscretion,2016,,4.8,,1,0,0,0,0,movie,NA
3003,Bulletproof 2,2020,,3.5,,1,0,0,0,0,movie,NA
3004,Adel Karam: Live from Beirut,2018,18+,5.2,,1,0,0,0,0,movie,NA
3005,Power Rangers: Megaforce: Raising Spirits,2013,7+,5.8,,1,0,0,0,0,tv movie,NA
3006,Too Young The Hero,1988,,6.9,,1,0,0,0,0,tv movie,NA
