Unnamed: 0,ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,Kind
8481,8482,St. Peter,2005,13+,7.0,,0,0,1,0,0,Giulio Base,Drama,Italy,English,197.0,tv movie
8482,8483,Naya Daur,1957,,8.1,,0,0,1,0,0,B.R. Chopra,"Drama,Musical,Romance",India,Hindi,173.0,movie
8483,8484,The Hollywood Complex,2011,,6.8,,0,0,1,0,0,"Dylan Nelson,Dan Sturman","Documentary,Biography,Comedy,Family",United States,English,90.0,movie
8484,8485,The Haunting of Sharon Tate,2019,18+,2.8,19%,0,0,1,0,0,Daniel Farrands,"Drama,Horror,Thriller","United States,Mexico",English,94.0,movie
8485,8486,Going Attractions: The Definitive Story of the American Drive-in Movie,2013,,6.9,,0,0,1,0,0,April Wright,"Documentary,Family,History,News",United States,English,85.0,movie
8486,8487,Soulless 2,2015,,6.2,,0,0,1,0,0,Roman Prygunov,Drama,Russia,Russian,103.0,movie
8487,8488,Black Holes,2017,,6.0,,0,0,1,0,0,Pappi Corsicato,"Comedy,Drama,Romance,Sci-Fi",Italy,Italian,97.0,movie
8488,8489,The Last Supper,2012,,5.7,,0,0,1,0,0,Mel Brooks,"Comedy,History,Musical",United States,"English,Latin,French",92.0,movie
8489,8490,Song at Midnight,1937,,6.2,,0,0,1,0,0,Weibang Ma-Xu,"Horror,Romance",China,Mandarin,113.0,movie
8490,8491,Buffalo Boy,2005,,6.9,,0,0,1,0,0,Minh Nguyen-Vo,Drama,"Vietnam,Belgium,France",Vietnamese,102.0,movie
8491,8492,5 Seconds of Summer,2014,,8.2,,0,0,1,0,0,Jonny Mais,Game-Show,,,,episode
8492,8493,Meat Loaf: Bat Out of Hell,1999,,7.6,,0,0,1,0,0,Arnold Levine,"Short,Music",United States,English,8.0,video movie
8493,8494,Solar Walk,2018,,7.1,,0,0,1,0,0,Réka Bucsi,"Animation,Short",Denmark,None,21.0,movie
8494,8495,Dreams of Dust,2008,,7.1,,0,0,1,0,0,Laurent Salgues,Drama,"France,Canada,Burkina Faso",French,86.0,movie
8495,8496,Nowhere Mind,2018,,4.6,,0,0,1,0,0,Ben Nissen,Thriller,United States,English,105.0,movie
8496,8497,Peter in Magicland,1990,,7.1,,0,0,1,0,0,Wolfgang Urchs,"Animation,Family,Fantasy",West Germany,German,80.0,movie
8497,8498,Crossing Point,2016,18+,5.1,,0,0,1,0,0,Daniel Zirilli,"Action,Thriller","United States,Mexico",English,92.0,movie
8498,8499,All in Time,2016,,5.3,,0,0,1,0,0,"Marina Donahue,Chris Fetchko","Comedy,Drama,Music,Romance",United States,English,98.0,movie
8499,8500,Tio Papi,2013,7+,6.1,29%,0,0,1,0,0,Fro Rojas,"Comedy,Drama,Family",United States,English,87.0,movie
8500,8501,Gripsholm,2000,,6.0,,0,0,1,0,0,Xavier Koller,"Drama,History,Romance","Germany,Switzerland,Austria","German,Swedish",100.0,movie
8501,8502,The View From Here,2017,,5.5,,0,0,1,0,0,Stephen Bridgewater,Drama,United States,English,,tv movie
8502,8503,Winter Break,2003,18+,5.0,,0,0,1,0,0,Marni Banack,"Comedy,Drama",United States,English,92.0,movie
8503,8504,Never Too Young to Die,1986,18+,4.9,,0,0,1,0,0,Gil Bettman,"Action,Adventure,Comedy,Drama",United States,English,97.0,movie
8504,8505,Open Up to Me,2013,,6.7,,0,0,1,0,0,Simo Halinen,"Drama,Romance","Finland,Sweden",Finnish,95.0,movie
8505,8506,The Spy Who Went Into the Cold,2013,,6.5,,0,0,1,0,0,George Carey,Documentary,United Kingdom,English,75.0,movie
8506,8507,Death Fighter,2017,18+,5.0,,0,0,1,0,0,Toby Russell,Action,United States,English,88.0,movie
8507,8508,A Strange Brand of Happy,2013,13+,5.9,,0,0,1,0,0,Brad Wise,Comedy,United States,English,95.0,movie
8508,8509,Abilene Town,1946,,6.3,,0,0,1,0,0,Edwin L. Marin,"Romance,Western",United States,English,89.0,movie
8509,8510,Pitching Tents,2017,,4.6,,0,0,1,0,0,Jacob Cooney,Comedy,United States,English,90.0,movie
8510,8511,Espionage Tonight,2017,,6.0,,0,0,1,0,0,Rob Gordon Bralver,"Action,Comedy",United States,"English,Spanish,French",85.0,movie
8511,8512,Last Man Club,2016,13+,5.5,,0,0,1,0,0,Bo Brinkman,Drama,United States,English,95.0,movie
8512,8513,Knut And Friends,2008,,6.7,,0,0,1,0,0,Michael G. Johnson,Documentary,Germany,German,89.0,movie
8513,8514,The Secret Invasion,1964,,5.8,,0,0,1,0,0,Roger Corman,"Action,Drama,History,War",United States,"Croatian,English,German,Italian",95.0,movie
8514,8515,Pajama Party,1964,,4.9,33%,0,0,1,0,0,Don Weis,"Comedy,Musical,Romance,Sci-Fi",United States,English,82.0,movie
8515,8516,Mars at Sunrise,2014,,7.5,33%,0,0,1,0,0,Jessica Habie,Drama,"Canada,Palestine,United States","Arabic,English,Hebrew,Persian,Russian,Yiddish",75.0,movie
8516,8517,Pickings,2018,18+,5.2,,0,0,1,0,0,Usher Morgan,"Action,Crime,Drama,Mystery,Thriller",United States,English,103.0,movie
8517,8518,Ruby,1977,18+,4.6,67%,0,0,1,0,0,Curtis Harrington,"Drama,Horror",United States,English,85.0,movie
8518,8519,Deathgrip,2017,,6.3,,0,0,1,0,0,Clay Porter,Sport,United Kingdom,English,53.0,movie
8519,8520,Anna to the Infinite Power,1983,,6.3,,0,0,1,0,0,Robert Wiemer,"Drama,Sci-Fi",United States,English,101.0,movie
8520,8521,Surf Nazis Must Die,1987,18+,3.7,20%,0,0,1,0,0,Peter George,"Action,Comedy,Drama,Horror",United States,English,83.0,movie
8521,8522,Pit Stop,1969,18+,6.8,,0,0,1,0,0,Yen Tan,"Drama,Romance",United States,"English,Spanish",80.0,tv series
8522,8523,Blackout,2007,18+,5.9,,0,0,1,0,0,"Egor Baranov,Nathalia Hencker","Action,Sci-Fi,Thriller",Russia,Russian,153.0,movie
8523,8524,Shelter,2017,,5.7,,0,0,1,0,0,Jonah Markowitz,"Drama,Romance,Sport",United States,English,97.0,movie
8524,8525,Mumbai Pune Mumbai 2,2015,,6.8,,0,0,1,0,0,Satish Rajwade,Romance,India,Marathi,149.0,movie
8525,8526,The People I've Slept With,2009,,4.8,27%,0,0,1,0,0,Quentin Lee,Comedy,United States,English,89.0,movie
8526,8527,Heritage Falls,2016,7+,5.9,,0,0,1,0,0,Shea Sizemore,"Comedy,Drama,Family",United States,English,92.0,movie
8527,8528,Vampire Clan,2002,18+,4.2,,0,0,1,0,0,John Webb,"Drama,Horror",United States,English,87.0,movie
8528,8529,A Sister's Nightmare,2013,16+,5.8,,0,0,1,0,0,Vic Sarin,"Drama,Mystery,Thriller",Canada,English,86.0,tv movie
8529,8530,Stuntmen,2009,18+,5.1,,0,0,1,0,0,Eric Amadio,Comedy,United States,English,90.0,movie
8530,8531,The Huntresses,2014,,5.5,,0,0,1,0,0,Jae-Hyun Park,"Action,Comedy",South Korea,Korean,107.0,movie
8531,8532,Whirlygirl,2006,18+,5.7,,0,0,1,0,0,Jim Wilson,"Drama,Romance",United States,English,99.0,movie
8532,8533,Wu: The Story of the Wu-Tang Clan,2008,,6.7,,0,0,1,0,0,Gerald Barclay,"Documentary,Music",United States,English,90.0,movie
8533,8534,Liberty's Secret,2016,,4.8,,0,0,1,0,0,"Andy Kirshner,Debbie Williams","Comedy,Musical,Romance",United States,English,95.0,movie
8534,8535,Light of My Eyes,2001,,7.0,,0,0,1,0,0,Giuseppe Piccioni,"Drama,Romance",Italy,Italian,113.0,movie
8535,8536,What Would Jesus Do?,2010,7+,5.0,,0,0,1,0,0,Thomas Makowski,Drama,"United States,Canada",English,94.0,movie
8536,8537,The Kovak Box,2006,18+,5.8,,0,0,1,0,0,Daniel Monzón,"Mystery,Sci-Fi,Thriller","Spain,United Kingdom","English,Spanish,German",102.0,movie
8537,8538,A Shot in the Dark,2005,,6.3,,0,0,1,0,0,Blake Edwards,"Comedy,Mystery","United Kingdom,United States","English,Spanish",102.0,movie
8538,8539,Erskineville Kings,1999,,6.5,,0,0,1,0,0,Alan White,Drama,Australia,English,90.0,movie
8539,8540,The White Massai Warrior,2020,13+,,,0,0,1,0,0,Benjamin Eicher,Documentary,Germany,"English,German",83.0,movie
8540,8541,Martin Luther,1953,,6.9,,0,0,1,0,0,Irving Pichel,"Biography,Drama,History","West Germany,United States",English,105.0,movie
8541,8542,Motives 2,2007,18+,4.9,,0,0,1,0,0,Aaron Courseault,"Drama,Thriller",United States,English,94.0,video movie
8542,8543,Apne,2007,,6.0,,0,0,1,0,0,Anil Sharma,"Drama,Sport",India,Hindi,173.0,movie
8543,8544,Fetish,2010,all,8.5,,0,0,1,0,0,Soopum Sohn,Thriller,United States,"English,Korean",87.0,movie
8544,8545,U.F.O.,2012,18+,3.1,,0,0,1,0,0,,"Action,Sci-Fi",United Kingdom,English,45.0,tv series
8545,8546,The Grand Heist,2012,,6.2,,0,0,1,0,0,Joo-Ho Kim,"Action,Comedy,History",South Korea,Korean,121.0,movie
8546,8547,"Sex, Death and Bowling",2015,18+,5.3,17%,0,0,1,0,0,Ally Walker,"Comedy,Drama,Family",United States,English,92.0,movie
8547,8548,Anunnaki,2018,,2.9,,0,0,1,0,0,Philip Gardiner,Sci-Fi,United States,English,67.0,video movie
8548,8549,Jim Breuer: Let's Clear the Air,2009,,7.3,,0,0,1,0,0,Milton Lage,Comedy,United States,English,60.0,movie
8549,8550,Why We Fight: Divide and Conquer,1943,,7.2,,0,0,1,0,0,"Frank Capra,Anatole Litvak","Documentary,History,War",United States,English,57.0,movie
8550,8551,Yamla Pagla Deewana,2011,7+,5.6,,0,0,1,0,0,Samir Karnik,"Action,Comedy,Drama",India,"Hindi,Punjabi",163.0,movie
8551,8552,Island,2011,,5.8,,0,0,1,0,0,Pavel Lungin,Drama,Russia,"Russian,German",112.0,movie
8552,8553,"Spirits of the Air, Gremlins of the Clouds",1989,,6.5,,0,0,1,0,0,Alex Proyas,"Adventure,Sci-Fi",Australia,English,93.0,movie
8553,8554,Without Warning: The James Brady Story,1991,18+,6.2,,0,0,1,0,0,Michael Toshiyuki Uno,Drama,United States,English,88.0,tv movie
8554,8555,Mehrunisa V Lub U,2017,,5.5,,0,0,1,0,0,Yasir Nawaz,"Comedy,Romance",Pakistan,Urdu,133.0,movie
8555,8556,Pinching Penny,2011,18+,4.8,,0,0,1,0,0,Dan Glaser,Crime,United States,English,104.0,movie
8556,8557,Operation Dunkirk,2017,,3.5,,0,0,1,0,0,Nick Lyon,"Action,History,War",United States,"English,German",96.0,video movie
8557,8558,Jeans,1998,,6.4,,0,0,1,0,0,S. Shankar,"Comedy,Drama,Romance,Musical",India,Tamil,175.0,movie
8558,8559,Vixen,2020,,7.1,,0,0,1,0,0,Russ Meyer,Drama,United States,English,70.0,movie
8559,8560,Dreams on Spec,2007,,6.3,,0,0,1,0,0,Daniel Snyder,Documentary,United States,English,88.0,movie
8560,8561,Falling,2005,,7.2,,0,0,1,0,0,Viggo Mortensen,Drama,"Canada,United Kingdom",English,112.0,movie
8561,8562,Children of God: Lost and Found,2007,18+,6.8,,0,0,1,0,0,Noah Thomson,Documentary,United States,English,75.0,movie
8562,8563,American Yakuza,1993,18+,5.7,,0,0,1,0,0,Frank A. Cappello,"Action,Crime,Drama,Thriller",United States,English,96.0,movie
8563,8564,Attagasam,2004,,6.3,,0,0,1,0,0,Saran,"Action,Drama",India,Tamil,157.0,movie
8564,8565,Last Call,2002,,6.5,,0,0,1,0,0,Mark Williams,Drama,"Canada,United States",English,108.0,movie
8565,8566,Across the River,2013,,5.5,,0,0,1,0,0,Lorenzo Bianchini,"Horror,Mystery,Thriller",Italy,"Italian,Slovenian",92.0,movie
8566,8567,In My Sleep,2010,13+,5.5,13%,0,0,1,0,0,Allen Wolf,"Drama,Mystery,Thriller",United States,English,104.0,movie
8567,8568,Food Fight,2008,7+,7.1,,0,0,1,0,0,Christopher Taylor,Documentary,United States,English,91.0,movie
8568,8569,Tom Brown's School Days,1940,,6.7,,0,0,1,0,0,Robert Stevenson,Drama,United States,English,86.0,movie
8569,8570,Classic Albums: Elton John - Goodbye Yellow Brick Road,2001,all,7.6,,0,0,1,0,0,Bob Smeaton,"Documentary,Music",United Kingdom,English,90.0,episode
8570,8571,"Look Out, Officer!",1990,18+,5.9,,0,0,1,0,0,Sze Yu Lau,"Action,Comedy,Crime,Fantasy",Hong Kong,Cantonese,90.0,movie
8571,8572,The Cliff,2016,,5.2,,0,0,1,0,0,,"Drama,Mystery",Iceland,Icelandic,54.0,tv series
8572,8573,Noelle,2007,7+,5.9,57%,0,0,1,1,0,Marc Lawrence,"Comedy,Family,Fantasy",United States,English,100.0,movie
8573,8574,Color Me Obsessed: A Film About The Replacements,2011,,6.9,,0,0,1,0,0,Gorman Bechard,"Documentary,Music",United States,English,123.0,movie
8574,8575,Rifftrax Live: Plan 9 From Outer Space,2009,,7.1,,0,0,1,0,0,,"Comedy,Sci-Fi",United States,English,116.0,movie
8575,8576,Ghett'a Life,2011,18+,6.8,,0,0,1,0,0,Chris Browne,"Action,Drama",Jamaica,English,104.0,movie
8576,8577,Anjelah Johnson: The Homecoming Show,2013,,6.7,,0,0,1,0,0,Manny Rodriguez,"Documentary,Comedy",United States,English,60.0,movie
8577,8578,Beneath,2013,18+,3.7,33%,0,0,1,0,0,Larry Fessenden,"Horror,Sci-Fi,Thriller",United States,English,90.0,movie
8578,8579,Accidental Love,2015,13+,4.1,9%,0,0,1,0,0,David O. Russell,"Comedy,Romance","United States,United Kingdom","English,Portuguese",100.0,movie
8579,8580,Jalpari The Desert Mermaid,2012,all,7.2,,0,0,1,0,0,Nila Madhab Panda,"Drama,Family,Mystery",India,Hindi,94.0,movie
8580,8581,An Evening In Paris,1967,,6.9,,0,0,1,0,0,Shakti Samanta,"Musical,Romance,Thriller",India,Hindi,168.0,movie
8581,8582,Into Thin Air,1985,,7.1,,0,0,1,0,0,Alfred Hitchcock,"Drama,Thriller",United States,"English,Arabic,French",120.0,movie
8582,8583,Into the Cold: A Journey of the Soul,2010,,6.6,,0,0,1,0,0,Sebastian Copeland,"Documentary,Action,Adventure,News,Sport",United States,English,85.0,movie
8583,8584,Jim Norton: Please Be Offended,2012,18+,7.1,,0,0,1,0,0,Ryan Polito,Comedy,United States,English,60.0,movie
8584,8585,Popi,1969,all,6.7,,0,0,1,0,0,Arthur Hiller,"Comedy,Drama",United States,English,113.0,movie
8585,8586,Plastic Galaxy: The Story of Star Wars Toys,2014,,6.5,,0,0,1,0,0,Brian Stillman,"Documentary,History,Sci-Fi",United States,English,70.0,movie
8586,8587,The Big Squeeze,1996,18+,5.1,43%,0,0,1,0,0,Marcus DeLeon,Drama,United States,English,98.0,movie
8587,8588,Deep Dark,2015,,5.0,,0,0,1,0,0,Michael Medaglia,"Action,Fantasy,Horror",United States,English,79.0,movie
8588,8589,Kayla: A Cry in the Wilderness,1997,,6.3,,0,0,1,0,0,Gordon Hessler,Thriller,United States,English,74.0,tv movie
8589,8590,On the Shoulders of Giants,2011,,7.0,,0,0,1,0,0,Deborah Morales,Documentary,United States,English,90.0,movie
8590,8591,Hider in the House,1989,18+,5.9,,0,0,1,0,0,Matthew Patrick,Thriller,United States,English,104.0,movie
8591,8592,Sweet Bird of Youth,1989,,5.7,,0,0,1,0,0,Richard Brooks,Drama,United States,English,120.0,movie
8592,8593,Between Love & Goodbye,2009,18+,5.7,33%,0,0,1,0,0,Casper Andreas,"Drama,Music,Romance",United States,"English,French",97.0,movie
8593,8594,A Little Bit Zombie,2012,18+,5.3,,0,0,1,0,0,Casey Walker,"Comedy,Horror,Sci-Fi",Canada,English,87.0,movie
8594,8595,Al Madrigal: Shrimpin' Ain't Easy,2017,18+,6.8,,0,0,1,0,0,Neal Brennan,Comedy,United States,English,58.0,movie
8595,8596,Chinatown Kid,1977,18+,6.7,,0,0,1,0,0,Cheh Chang,"Action,Drama",Hong Kong,"Cantonese,Mandarin,English",117.0,movie
8596,8597,Just Getting Started,2017,13+,4.4,4%,0,0,1,0,0,Ron Shelton,"Comedy,Crime",United States,English,91.0,movie
