ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Seasons Count
4244,The Château,2001,18+,5.2,50%,0,1,0,0,0,NA
4245,The Other Man,2008,18+,5.4,15%,0,1,1,0,0,NA
4246,Above and Beyond: NASA's Journey to Tomorrow,2018,,7.9,,0,1,0,0,0,NA
4247,35 and Ticking,2011,18+,5.6,,0,1,1,0,0,NA
4248,Naughty & Nice,2014,7+,6.0,,0,1,0,0,0,NA
4249,Victoria Gotti: My Father's Daughter,2019,7+,5.4,,0,1,0,0,0,NA
4250,Respectable: The Mary Millington Story,2016,,6.9,,0,1,0,0,0,NA
4251,Death Bell,2008,,5.7,,0,1,0,0,0,NA
4252,We Are Columbine,2019,,6.8,,0,1,0,0,0,NA
4253,The Appeared,2008,18+,6.1,,0,1,0,0,0,NA
4254,Dragon Age: Dawn of the Seeker,2012,,5.8,,0,1,0,0,0,NA
4255,Addicted to Sexting,2015,,3.8,,0,1,0,0,0,NA
4256,RoboGeisha,2009,18+,5.3,,0,1,0,0,0,NA
4257,Big Voice,2015,all,8.0,,0,1,0,0,0,NA
4258,Nina,2016,,5.4,2%,0,1,0,0,0,NA
4259,Josie,2018,,5.2,13%,0,1,0,0,0,NA
4260,The Con Is On,2018,18+,4.2,,0,1,0,0,0,NA
4261,Feral,2018,,4.6,33%,0,1,1,0,0,NA
4262,Second Chance Christmas,2017,all,5.8,,0,1,0,0,0,NA
4263,Eve's Christmas,2004,7+,6.0,,0,1,0,0,0,NA
4264,A Guide to Second Date Sex,2019,,5.3,43%,0,1,0,0,0,NA
4265,No Holds Barred,1989,13+,4.4,11%,0,1,1,0,0,NA
4266,My Valentine,2020,13+,4.4,,0,1,0,0,0,NA
4267,Killers Anonymous,2019,18+,5.3,,0,1,0,0,0,NA
4268,Lewis Black: Old Yeller - Live at the Borgata,2013,18+,7.4,,0,1,0,0,0,NA
4269,The Reunion,2011,13+,5.2,8%,0,1,1,0,0,NA
4270,The Intended,2002,18+,5.8,33%,0,1,0,0,0,NA
4271,Roller Dreams,2017,,7.9,86%,0,1,0,0,0,NA
4272,Midnight Kiss,2019,,4.7,,0,1,0,0,0,NA
4273,Allure,2018,,4.9,38%,0,1,1,0,0,NA
4274,Concrete Kids,2018,,6.4,,0,1,1,0,0,NA
4275,Into the Dark: I'm Just F*cking With You,2019,,5.5,,0,1,0,0,0,NA
4276,Gilbert Gottfried: Dirty Jokes,2005,18+,7.2,,0,1,0,0,0,NA
4277,Catching Faith,2015,,4.8,,0,1,1,0,0,NA
4278,Penumbra,2012,,5.5,50%,0,1,0,0,0,NA
4279,Kill Order,2017,,4.1,25%,0,1,0,0,0,NA
4280,Paper Covers Rock,2008,,6.6,,0,1,0,0,0,NA
4281,Racetime,2018,7+,5.5,,0,1,0,0,0,NA
4282,Margaret Atwood: A Word After a Word After a Word Is Power,2019,,7.5,,0,1,0,0,0,NA
4283,The Disappointments Room,2016,18+,3.9,,0,1,0,0,0,NA
4284,Brad Paisley Thinks He's Special,2019,,8.5,,0,1,0,0,0,NA
4285,Daphne & Velma,2018,all,4.2,,0,1,0,0,0,NA
4286,Albert,2016,all,6.4,,0,1,1,0,0,NA
4287,The Eternal,1998,18+,4.4,33%,0,1,0,0,0,NA
4288,Faintheart,2008,,6.3,20%,0,1,0,0,0,NA
4289,Slumber,2017,18+,4.7,,0,1,0,0,0,NA
4290,Telescope,2016,7+,7.8,,0,1,0,0,0,NA
4291,Tetsuo: The Bullet Man,2009,,5.6,,0,1,0,0,0,NA
4292,Cover Versions,2018,18+,5.4,,0,1,0,0,0,NA
4293,Warpath,1951,,6.3,,0,1,1,0,0,NA
4294,"Good Morning, Killer",2011,16+,5.1,,0,1,1,0,0,NA
4295,Rosy,2018,,4.7,,0,1,0,0,0,NA
4296,Another Time,2018,18+,4.5,,0,1,0,0,0,NA
4297,Beyond Paradise,2015,7+,5.7,,0,1,0,0,0,NA
4298,Alive,2018,,,,0,1,0,0,0,NA
4299,Hide,2011,16+,5.2,,0,1,1,0,0,NA
4300,Diary of a Hitman,1991,18+,5.3,,0,1,0,0,0,NA
4301,Hellions,2015,,4.2,27%,0,1,0,0,0,NA
4302,Funke,2018,,7.8,,0,1,1,0,0,NA
4303,Backtrace,2018,18+,3.7,11%,0,1,0,0,0,NA
4304,Where Do We Go from Here?,2018,,6.5,,0,1,0,0,0,NA
4305,Narcopolis,2015,,4.4,18%,0,1,0,0,0,NA
4306,Angels in the Snow,2015,,5.7,,0,1,0,0,0,NA
4307,Crooked Hearts,1991,18+,6.0,,0,1,1,0,0,NA
4308,Sex Guaranteed,2017,,4.8,,0,1,0,0,0,NA
4309,Deck the Halls,2011,13+,5.1,,0,1,0,0,0,NA
4310,Ghost Team,2016,13+,4.6,11%,0,1,0,0,0,NA
4311,Crazy About Tiffany's,2016,,5.7,27%,0,1,0,0,0,NA
4312,Curious George: Royal Monkey,2019,all,5.8,,0,1,0,0,0,NA
4313,A Fairytale Christmas,2013,7+,5.3,,0,1,0,0,0,NA
4314,Inside Out,2011,13+,4.5,25%,0,1,1,1,0,NA
4315,Person to Person,2014,,7.0,,0,1,0,0,0,NA
4316,Savage Youth,2018,,5.2,,0,1,1,0,0,NA
4317,Girlfriends of Christmas Past,2016,all,5.3,,0,1,0,0,0,NA
4318,My Santa,2013,7+,5.5,,0,1,0,0,0,NA
4319,Robo-Dog: Airborne,2017,all,4.8,,0,1,0,0,0,NA
4320,More Barney songs,1999,all,5.8,,0,1,0,0,0,NA
4321,Let's Be Evil,2016,,4.2,15%,0,1,0,0,0,NA
4322,Dark Shadows: The Vampire Curse,2009,,7.5,,0,1,1,0,0,NA
4323,Rain,2006,all,5.7,,0,1,1,0,0,NA
4324,Urban Country,2018,7+,4.8,,0,1,0,0,0,NA
4325,The Swan Princess: A Royal Family Tale,2014,7+,4.6,,0,1,0,0,0,NA
4326,Monkey Business: The Adventures of Curious George's Creators,2017,,8.2,,0,1,0,0,0,NA
4327,I Am Alone,2015,,4.5,,0,1,1,0,0,NA
4328,Julian Schnabel: A Private Portrait,2017,,6.6,50%,0,1,0,0,0,NA
4329,Brown Girl Begins,2018,,3.6,,0,1,0,0,0,NA
4330,Nothing Is Truer than Truth,2018,,7.4,,0,1,1,0,0,NA
4331,Songbird,2018,18+,4.1,,0,1,0,0,0,NA
4332,Robo-Dog,2015,,4.4,,0,1,0,0,0,NA
4333,Unbanned: The Legend of AJ1,2018,,7.0,,0,1,0,0,0,NA
4334,A Man Alone,1955,,6.4,,0,1,0,0,0,NA
4335,D.L. Hughley: Reset,2012,18+,6.7,,0,1,1,0,0,NA
4336,Hornet's Nest,2012,16+,4.7,,0,1,1,0,0,NA
4337,All About E,2015,,4.8,,0,1,1,0,0,NA
4338,The Dark Side of The Sun,2017,7+,7.7,,0,1,0,0,0,NA
4339,This One's for the Ladies,2018,18+,4.8,72%,0,1,0,0,0,NA
4340,Bad Roomies,2015,,5.1,,0,1,1,0,0,NA
4341,Random Tropical Paradise,2017,,4.4,,0,1,0,0,0,NA
4342,Delivered,2020,,5.7,,0,1,0,0,0,NA
4343,Last Flight,2014,,3.0,,0,1,0,0,0,NA
4344,The Remains,2016,,3.7,,0,1,0,0,0,NA
4345,Beneath the Darkness,2012,18+,4.5,4%,0,1,1,0,0,NA
4346,The Box,2018,,5.7,,0,1,1,0,0,NA
4347,In the Radiant City,2016,,5.5,,0,1,0,0,0,NA
4348,Against the Wild II: Survive the Serengeti,2016,7+,4.6,,0,1,0,0,0,NA
4349,Bigfoot Girl,2019,,2.8,,0,1,1,0,0,NA
4350,The Eagle and the Hawk,1950,,6.0,,0,1,1,0,0,NA
4351,A Mermaid's Tale,2017,all,4.8,,0,1,0,0,0,NA
4352,Beyond the Comfort Zone - 13 Countries to K2,2018,,6.2,,0,1,1,0,0,NA
4353,Kill Thy Neighbor,2019,16+,4.5,,0,1,0,0,0,NA
4354,Back to Christmas,2014,7+,5.7,,0,1,0,0,0,NA
4355,PawParazzi,2019,all,4.1,,0,1,0,0,0,NA
4356,A Cam Life,2018,,4.9,,0,1,0,0,0,NA
4357,Broken Star,2018,16+,4.3,,0,1,0,0,0,NA
4358,Knights of the Damned,2017,,2.5,,0,1,0,0,0,NA
4359,Monsters at Large,2018,7+,5.3,,0,1,0,0,0,NA
4360,9/11: 15 years later,2016,,0.0,,0,1,0,0,0,NA
4361,Cannabis Evolution,2019,,7.3,,0,1,0,0,0,NA
4362,Sharp Edges,1986,13+,6.9,,0,1,0,0,0,NA
4363,Ricochet,2011,16+,4.6,,0,1,1,0,0,NA
4364,The Quest of Alain Ducasse,2017,,5.7,69%,0,1,0,0,0,NA
4365,Benjamin,2019,18+,3.3,,0,1,0,0,0,NA
4366,A Fairly Odd Christmas,2012,all,4.6,,0,1,0,0,0,NA
4367,EuroTrump,2017,,6.8,,0,1,1,0,0,NA
4368,Holly's Holiday,2012,16+,5.5,,0,1,0,0,0,NA
4369,"A Fairly Odd Movie: Grow Up, Timmy Turner!",2011,7+,4.0,,0,1,0,0,0,NA
4370,Fan Girl,2015,13+,4.7,,0,1,0,0,0,NA
4371,The Man Who Used to Be Me,2000,,4.9,,0,1,0,0,0,NA
4372,So This Is Christmas,2013,,4.2,,0,1,0,0,0,NA
4373,Santee,1973,7+,5.8,,0,1,0,0,0,NA
4374,His and Her Christmas,2005,7+,5.4,,0,1,0,0,0,NA
4375,Air Strike,2018,18+,3.2,,0,1,1,0,0,NA
4376,The School,2018,18+,3.8,,0,1,0,0,0,NA
4377,No Way Out,2015,,4.5,,0,1,1,0,0,NA
4378,Cherry Pop,2017,,4.4,,0,1,0,0,0,NA
4379,Treasure Hounds,2017,7+,3.8,,0,1,0,0,0,NA
4380,Amy Winehouse - A Last Goodbye,2011,,6.3,,0,1,1,0,0,NA
4381,I Love You Both,2017,,4.2,,0,1,0,0,0,NA
4382,24 Hour Love,2013,18+,3.8,,0,1,1,0,0,NA
4383,Pony Express,1953,,5.9,,0,1,1,0,0,3
4384,Bob The Builder: Can We Fix It?,2004,all,,,0,1,0,0,0,NA
4385,After Darkness,2019,18+,3.6,,0,1,1,0,0,NA
4386,Hunting JonBenet's Killer: The Untold Story,2019,,6.1,,0,1,0,0,0,NA
4387,Barney's Night Before Christmas,1999,all,5.1,,0,1,0,0,0,NA
4388,The Unauthorized Saved by the Bell Story,2014,7+,4.6,,0,1,0,0,0,NA
4389,10.0 Earthquake,2014,7+,3.4,,0,1,0,0,0,NA
4390,Rodeo and Juliet,2015,,4.6,,0,1,0,0,0,NA
4391,The Age of Reason,2014,,6.2,,0,1,0,0,0,NA
4392,Hot Guys with Guns,2013,,5.6,,0,1,1,0,0,NA
4393,Richard The Lionheart,2013,18+,2.3,,0,1,1,0,0,NA
4394,Crimes of Fashion,2004,,4.8,,0,1,0,0,0,NA
4395,A.R.C.H.I.E. 2: Mission Impawsible,2018,7+,5.0,,0,1,0,0,0,NA
4396,The Armstrong Tapes,2019,,6.8,,0,1,0,0,0,NA
4397,The Overbrook Brothers,2009,,6.4,,0,1,0,0,0,NA
4398,"Michael Jackson: Life, Death and Legacy",2012,,6.1,,0,1,1,0,0,NA
4399,Playin' for Love,2015,,6.1,,0,1,0,0,0,NA
4400,Thomas & Friends: Songs from the Station,2005,all,,,0,1,0,0,0,NA
4401,Step Dogs,2013,,4.5,,0,1,0,0,0,NA
4402,Danny Roane: First Time Director,2006,18+,4.5,,0,1,1,0,0,NA
4403,Against the Clock,2019,,2.6,,0,1,0,0,0,NA
4404,Night of the Living Dead 3D,2007,18+,3.1,,0,1,1,0,0,NA
4405,The Row,2018,18+,3.3,,0,1,0,0,0,NA
4406,Law of the Lawless,1964,,6.1,,0,1,1,0,0,1
4407,The Tall Stranger,1957,,6.3,,0,1,0,0,0,NA
4408,Pegasus: Pony With a Broken Wing,2019,all,3.9,,0,1,0,0,0,NA
4409,Billy the Kid,2013,13+,2.2,,0,1,0,0,0,NA
4410,LeapFrog Letter Factory Adventures: Amazing Word Explorers,2015,all,,,0,1,0,0,0,NA
4411,Where We Go from Here,2019,,4.4,,0,1,0,0,0,NA
4412,My Dad Is Scrooge,2014,,4.4,,0,1,0,0,0,NA
4413,LeapFrog: Adventures in Shapeville Park,2013,,6.2,,0,1,0,0,0,NA
4414,12 Dog Days Till Christmas,2014,,4.8,,0,1,0,0,0,NA
4415,The Lonely Man,1957,,6.5,,0,1,1,0,0,NA
4416,Cartels,2016,18+,3.9,,0,1,0,0,0,NA
4417,Asmodexia,2014,18+,4.6,,0,1,0,0,0,NA
4418,The Push,2018,,6.6,,0,1,0,0,0,NA
4419,The Swan Princess Christmas,2012,7+,3.7,,0,1,0,0,0,NA
4420,The Coolest Guy Movie Ever: The Return to the Scene of The Great Escape,2018,,5.2,,0,1,0,0,0,NA
4421,LeapFrog: The Magnificent Museum of Opposite Words,2013,all,7.0,,0,1,0,0,0,NA
4422,Dust 2 Glory,2017,,5.7,,0,1,0,0,0,NA
4423,Gary Owen: I Agree With Myself,2015,18+,5.1,,0,1,0,0,0,NA
4424,Leapfrog: Letter Factory Adventures - The Letter Machine Rescue Team,2014,all,5.9,,0,1,0,0,0,NA
4425,"Making a Killing: Guns, Greed and the NRA",2016,16+,4.1,,0,1,0,0,0,NA
4426,Mutant Species,1995,18+,3.5,,0,1,0,0,0,NA
4427,The Clintons: An American Odyssey,2012,,2.7,,0,1,1,0,0,NA
4428,Boomtown,2017,,5.1,,0,1,1,0,0,2
4429,Pixi Saves Christmas,2018,,4.2,,0,1,0,0,0,NA
4430,Night of the Living Dead: Resurrection,2012,18+,2.5,,0,1,1,0,0,NA
4431,Man-Eating Python,2017,16+,4.7,,0,1,0,0,0,NA
4432,Christmas with the Andersons,2016,7+,4.3,,0,1,0,0,0,NA
4433,Alien Contact,2020,,,,0,1,1,0,0,NA
4434,"New Year, New You",2017,,,,0,1,0,0,0,NA
4435,Christmas Crush,2012,,,,0,1,0,0,0,NA
4436,The Damned (2013),2014,18+,,,0,1,0,0,0,NA
4437,Comrades & Cash: How Money Found Its Way Through the Iron Curtain,2014,,,,0,1,0,0,0,NA
4438,Legend of Heroes: Trails in the Sky,2011,13+,,,0,1,0,0,0,NA
4439,The Avengers,2012,13+,8.0,92%,0,0,1,1,0,NA
4440,It's a Wonderful Life,1946,7+,8.6,94%,0,0,1,0,0,NA
4441,Downfall,2004,18+,8.2,90%,0,0,1,0,0,NA
4442,Sunset Boulevard,1950,,8.4,98%,0,0,1,0,0,NA
4443,Airplane!,1980,7+,7.7,97%,0,0,1,0,0,NA
4444,Some Like It Hot,1959,,8.2,95%,0,0,1,0,0,NA
4445,The Handmaiden,2016,,8.1,95%,0,0,1,0,0,NA
4446,Rosemary's Baby,1968,18+,8.0,96%,0,0,1,0,0,NA
4447,Amores Perros,2000,18+,8.1,92%,0,0,1,0,0,NA
4448,Lady Bird,2017,18+,7.4,99%,0,0,1,0,0,NA
4449,Roman Holiday,1953,all,8.0,98%,0,0,1,0,0,NA
4450,The Girl with the Dragon Tattoo,2009,18+,7.8,85%,0,0,1,0,0,NA
4451,The Big Sick,2017,18+,7.5,98%,0,0,1,0,0,NA
4452,Manchester by the Sea,2016,18+,7.8,96%,0,0,1,0,0,NA
4453,The Man from Nowhere,2010,18+,7.8,100%,0,0,1,0,0,NA
4454,Short Term 12,2013,18+,8.0,98%,0,0,1,0,0,NA
4455,Thor,2011,13+,7.0,77%,0,0,1,1,0,NA
4456,Captain America: The First Avenger,2011,13+,6.9,80%,0,0,1,1,0,NA
4457,Night of the Living Dead,1968,18+,7.9,97%,0,0,1,0,0,NA
4458,The Machinist,2004,18+,7.7,77%,0,0,1,0,0,NA
4459,The Conversation,1974,7+,7.8,98%,0,0,1,0,0,NA
4460,Dear Zachary: A Letter to a Son About His Father,2008,,8.6,94%,0,0,1,0,0,NA
4461,Diabolique,1955,,8.0,96%,0,0,1,0,0,NA
4462,The Disaster Artist,2017,18+,7.4,91%,0,0,1,0,0,NA
4463,Iron Man 2,2010,13+,7.0,73%,0,0,1,1,0,NA
4464,Pi,1998,18+,7.4,88%,0,0,1,0,0,NA
4465,The Lighthouse,2019,18+,7.6,90%,0,0,1,0,0,NA
4466,The Farewell,2019,7+,7.6,98%,0,0,1,0,0,NA
4467,The Wailing,2016,18+,7.5,99%,0,0,1,0,0,NA
4468,A Trip to the Moon,1902,all,8.2,100%,0,0,1,0,0,NA
4469,The General,1926,,8.1,93%,0,0,1,0,0,NA
4470,Nosferatu,1922,,7.9,97%,0,0,1,0,0,2
4471,The Cabinet of Dr. Caligari,1920,7+,8.1,100%,0,0,1,0,0,NA
4472,Charade,1963,13+,7.9,94%,0,0,1,0,0,NA
4473,Apocalypto,2006,18+,7.8,66%,0,0,1,0,0,NA
4474,Stop Making Sense,1984,,8.6,100%,0,0,1,0,0,NA
4475,Eighth Grade,2018,18+,7.4,99%,0,0,1,0,0,NA
4476,Hereditary,2018,18+,7.3,89%,0,0,1,0,0,NA
4477,Temple Grandin,2010,7+,8.3,100%,0,0,1,0,0,NA
4478,The Lincoln Lawyer,2011,18+,7.3,84%,0,0,1,0,0,NA
4479,His Girl Friday,1940,7+,7.9,98%,0,0,1,0,0,NA
4480,"Aguirre, the Wrath of God",1972,,7.9,98%,0,0,1,0,0,NA
4481,In the Heat of the Night,1967,13+,7.9,94%,0,0,1,0,0,NA
4482,Stalag 17,1953,,8.0,97%,0,0,1,0,0,NA
4483,Logan Lucky,2017,13+,7.0,92%,0,0,1,0,0,NA
4484,The Act of Killing,2012,,8.2,95%,0,0,1,0,0,NA
4485,Leave No Trace,2018,7+,7.2,100%,0,0,1,0,0,NA
4486,Harold and Maude,1971,7+,7.9,84%,0,0,1,0,0,NA
4487,The Man Who Shot Liberty Valance,1962,13+,8.1,93%,0,0,1,0,0,NA
4488,Escape from New York,1981,18+,7.2,86%,0,0,1,0,0,NA
4489,Mississippi Burning,1988,18+,7.8,83%,0,0,1,0,0,NA
4490,Inside Llewyn Davis,2013,18+,7.5,92%,0,0,1,0,0,NA
4491,Paradise Lost: The Child Murders at Robin Hood Hills,1996,,8.3,100%,0,0,1,0,0,NA
4492,The African Queen,1951,7+,7.7,98%,0,0,1,0,0,NA
4493,Pride,2014,18+,7.8,91%,0,0,1,0,0,NA
4494,Chak De! India,2007,7+,8.2,94%,0,0,1,0,0,NA
4495,Dead Man Walking,1995,18+,7.5,95%,0,0,1,0,0,NA
4496,Grizzly Man,2005,18+,7.8,92%,0,0,1,0,0,NA
4497,A Bittersweet Life,2005,,7.6,100%,0,0,1,0,0,NA
4498,Tumbbad,2018,,8.3,89%,0,0,1,0,0,NA
4499,A Man Called Ove,2015,13+,7.7,90%,0,0,1,0,0,NA
4500,The Imposter,2012,18+,7.5,95%,0,0,1,0,0,NA
4501,Capote,2005,18+,7.3,90%,0,0,1,0,0,NA
4502,Midsommar,2019,18+,7.1,83%,0,0,1,0,0,NA
4503,Deep Red,1975,18+,7.6,96%,0,0,1,0,0,NA
4504,The Salesman,2016,13+,7.8,96%,0,0,1,0,0,NA
4505,3-Iron,2004,18+,8.0,87%,0,0,1,0,0,NA
4506,To Catch a Thief,1955,7+,7.4,96%,0,0,1,0,0,NA
4507,Queen,2013,13+,8.2,86%,0,0,1,0,0,NA
4508,Samsara,2011,13+,8.5,76%,0,0,1,0,0,NA
4509,The Discreet Charm of the Bourgeoisie,1972,7+,7.9,98%,0,0,1,0,0,NA
4510,The Hours,2002,13+,7.5,80%,0,0,1,0,0,NA
4511,Seven Psychopaths,2012,18+,7.2,82%,0,0,1,0,0,NA
4512,For Sama,2019,7+,8.5,99%,0,0,1,0,0,NA
4513,Sweet Smell of Success,1957,,8.1,98%,0,0,1,0,0,NA
4514,Bridget Jones's Diary,2001,18+,6.7,80%,0,0,1,0,0,NA
4515,The Last Waltz,1978,7+,8.2,98%,0,0,1,0,0,NA
4516,Lars and the Real Girl,2007,13+,7.3,81%,0,0,1,0,0,NA
4517,The Look of Silence,2014,13+,8.3,96%,0,0,1,0,0,NA
4518,Cold War,2018,18+,7.6,93%,0,0,1,0,0,NA
4519,Bone Tomahawk,2015,,7.1,91%,0,0,1,0,0,NA
4520,Honey Boy,2019,18+,7.3,94%,0,0,1,0,0,NA
4521,Veer-Zaara,2004,7+,7.8,92%,0,0,1,0,0,NA
4522,The Virgin Suicides,1999,18+,7.2,76%,0,0,1,0,0,NA
4523,Paterson,2016,18+,7.4,96%,0,0,1,0,0,NA
4524,Fiddler on the Roof,1971,all,8.0,83%,0,0,1,0,0,NA
4525,The Return of the Living Dead,1985,18+,7.3,92%,0,0,1,0,0,NA
4526,The Long Goodbye,1973,18+,7.6,97%,0,0,1,0,0,NA
4527,Black Book,2006,18+,7.7,75%,0,0,1,0,0,NA
4528,Legends of the Fall,1994,18+,7.6,58%,0,0,1,0,0,NA
4529,Clue,1985,7+,7.3,62%,0,0,1,0,0,NA
4530,mid90s,2018,18+,7.4,81%,0,0,1,0,0,NA
4531,My Name Is Nobody,1973,7+,7.5,100%,0,0,1,0,0,NA
4532,Raazi,2018,,7.8,100%,0,0,1,0,0,NA
4533,Highlander,1986,18+,7.1,69%,0,0,1,0,0,NA
4534,The Italian Job,1969,all,7.3,83%,0,0,1,0,0,NA
4535,I Am Not Your Negro,2017,18+,7.8,99%,0,0,1,0,0,NA
4536,The Ghost Writer,2010,13+,7.2,84%,0,0,1,0,0,NA
4537,The Birdcage,1996,18+,7.1,79%,0,0,1,0,0,NA
4538,Three Days of the Condor,1975,18+,7.4,86%,0,0,1,0,0,2
4539,My Man Godfrey,1936,,8.0,97%,0,0,1,0,0,NA
4540,Murder on the Orient Express,1974,7+,7.3,89%,0,0,1,0,0,NA
4541,Indie Game: The Movie,2012,,7.6,94%,0,0,1,0,0,NA
4542,The Boondock Saints,1999,18+,7.8,22%,0,0,1,0,0,NA
4543,Miss Sloane,2016,18+,7.5,76%,0,0,1,0,0,NA
4544,Ernest & Celestine,2012,7+,7.9,97%,0,0,1,0,0,NA
4545,You Were Never Really Here,2017,18+,6.8,89%,0,0,1,0,0,NA
4546,Moonstruck,1987,7+,7.1,93%,0,0,1,0,0,NA
4547,An Honest Liar,2014,,7.5,97%,0,0,1,0,0,NA
4548,Sholay,1975,,8.2,90%,0,0,1,0,0,NA
4549,The Proposition,2005,18+,7.4,86%,0,0,1,0,0,NA
4550,Fist of Fury,1972,18+,7.4,92%,0,0,1,0,0,NA
4551,Fitzcarraldo,1982,7+,8.1,78%,0,0,1,0,0,NA
4552,The Big Country,1958,,7.9,100%,0,0,1,0,0,NA
4553,You Can Count on Me,2000,18+,7.5,95%,0,0,1,0,0,NA
4554,Brawl in Cell Block 99,2017,,7.1,91%,0,0,1,0,0,NA
4555,Arctic,2018,13+,6.8,89%,0,0,1,0,0,NA
4556,Paradise Lost 3: Purgatory,2011,,8.1,100%,0,0,1,0,0,NA
4557,Midnight Special,2016,13+,6.6,83%,0,0,1,0,0,NA
4558,King of Devil's Island,2010,,7.5,94%,0,0,1,0,0,NA
4559,Scarlet Street,1945,,7.8,100%,0,0,1,0,0,NA
4560,First Reformed,2018,18+,7.1,93%,0,0,1,0,0,NA
4561,Meru,2015,18+,7.7,89%,0,0,1,0,0,NA
4562,The Report,2019,18+,7.2,81%,0,0,1,0,0,NA
4563,The Sweet Hereafter,1997,18+,7.5,100%,0,0,1,0,0,NA
4564,Dead Ringers,1988,18+,7.3,82%,0,0,1,0,0,NA
4565,Triangle,2009,18+,6.9,80%,0,0,1,0,0,NA
4566,Gallipoli,1981,7+,7.4,91%,0,0,1,0,0,NA
4567,Terms of Endearment,1983,7+,7.4,78%,0,0,1,0,0,NA
4568,"Steamboat Bill, Jr.",1928,,7.9,100%,0,0,1,0,0,NA
4569,Thunder Road,2018,,7.1,96%,0,0,1,0,0,NA
4570,Pretty in Pink,1986,13+,6.8,77%,0,0,1,0,0,NA
4571,The Kings of Summer,2013,18+,7.1,75%,0,0,1,0,0,NA
4572,You Don't Know Jack,2010,,7.6,91%,0,0,1,0,0,NA
4573,if....,1968,18+,7.5,93%,0,0,1,0,0,NA
4574,Beautiful Boy,2018,18+,7.3,69%,0,0,1,0,0,NA
4575,Hard Eight,1996,18+,7.2,84%,0,0,1,0,0,NA
4576,Ginger Snaps,2000,18+,6.8,89%,0,0,1,0,0,NA
4577,Robot & Frank,2012,13+,7.1,86%,0,0,1,0,0,NA
4578,Particle Fever,2013,,7.4,96%,0,0,1,0,0,NA
