ID,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Seasons Count
5167,Ray Harryhausen: Special Effects Titan,2011,7+,7.5,92%,0,0,1,0,0,NA
5168,The Goldfinch,2019,18+,6.2,24%,0,0,1,0,0,NA
5169,Park Row,1952,,7.2,100%,0,0,1,0,0,NA
5170,Kundo: Age of the Rampant,2014,,6.8,82%,0,0,1,0,0,NA
5171,Book Club,2018,13+,6.1,55%,0,0,1,0,0,NA
5172,King of the Ants,2003,18+,6.2,100%,0,0,1,0,0,NA
5173,The Opposite of Sex,1998,18+,6.3,80%,0,0,1,0,0,NA
5174,Hidden Agenda,1990,18+,6.9,83%,0,0,1,0,0,1
5175,The Italian,2005,13+,7.5,91%,0,0,1,0,0,NA
5176,Photograph,2019,13+,6.8,79%,0,0,1,0,0,NA
5177,Night Comes On,2018,,6.5,100%,0,0,1,0,0,NA
5178,Untold Scandal,2003,,6.9,87%,0,0,1,0,0,1
5179,The Hanging Garden,1997,18+,6.8,94%,0,0,1,0,0,NA
5180,Dreamchild,1985,7+,6.8,100%,0,0,1,0,0,NA
5181,Unmistaken Child,2009,7+,7.5,81%,0,0,1,0,0,NA
5182,22 Bullets,2010,,6.7,46%,0,0,1,0,0,NA
5183,The Scarlet Pimpernel,1934,,7.4,88%,0,0,1,0,0,NA
5184,The Story of Luke,2013,,7.2,83%,0,0,1,0,0,NA
5185,Lost Angels: Skid Row Is My Home,2012,,7.5,100%,0,0,1,0,0,NA
5186,Always Shine,2016,,5.6,92%,0,0,1,0,0,NA
5187,Elizabethtown,2005,13+,6.4,29%,0,0,1,0,0,NA
5188,After the Dark,2013,18+,5.7,71%,0,0,1,0,0,NA
5189,G.B.F.,2013,18+,5.9,80%,0,0,1,0,0,NA
5190,I Spit on Your Grave,2010,18+,6.3,33%,0,0,1,0,0,NA
5191,American Gigolo,1980,18+,6.2,68%,0,0,1,0,0,NA
5192,Outfoxed: Rupert Murdoch's War on Journalism,2004,,7.5,85%,0,0,1,0,0,NA
5193,Upside Down: The Creation Records Story,2010,18+,7.2,100%,0,0,1,0,0,NA
5194,White Zombie,1932,,6.3,86%,0,0,1,0,0,NA
5195,Pork Chop Hill,1959,,7.1,83%,0,0,1,0,0,NA
5196,As If I Am Not There,2010,,7.2,85%,0,0,1,0,0,NA
5197,The Special Relationship,2010,16+,6.7,86%,0,0,1,0,0,NA
5198,Woman on the Run,1950,7+,7.3,83%,0,0,1,0,0,NA
5199,Louis C.K.: Shameless,2007,18+,8.6,,0,0,1,0,0,NA
5200,Code Black,2014,,7.2,88%,0,0,1,0,0,3
5201,The Departure,2017,,7.0,100%,0,0,1,0,0,NA
5202,We Have Always Lived in the Castle,2019,,5.6,86%,0,0,1,0,0,NA
5203,King Corn,2007,all,7.0,96%,0,0,1,0,0,NA
5204,"People, Places, Things",2015,18+,6.9,76%,0,0,1,0,0,NA
5205,Something from Nothing: The Art of Rap,2012,18+,7.2,86%,0,0,1,0,0,NA
5206,The Age of Stupid,2009,13+,7.0,73%,0,0,1,0,0,NA
5207,Chris & Don: A Love Story,2007,13+,7.5,94%,0,0,1,0,0,NA
5208,Angels Wear White,2017,16+,7.2,94%,0,0,1,0,0,NA
5209,King and Country,1964,7+,7.4,86%,0,0,1,0,0,NA
5210,Mr. Majestyk,1974,7+,6.8,77%,0,0,1,0,0,NA
5211,Two Night Stand,2014,18+,6.4,38%,0,0,1,0,0,NA
5212,The Four Feathers,2002,13+,6.5,41%,0,0,1,0,0,NA
5213,The Joneses,2010,18+,6.5,63%,0,0,1,0,0,NA
5214,Top Spin,2014,,6.9,100%,0,0,1,0,0,NA
5215,Orange County,2002,13+,6.2,46%,0,0,1,0,0,4
5216,Saturday Church,2017,,6.3,93%,0,0,1,0,0,NA
5217,London River,2009,,6.8,91%,0,0,1,0,0,NA
5218,A Vigilante,2018,18+,5.6,92%,0,0,1,0,0,NA
5219,Tumhari Sulu,2017,,7.0,83%,0,0,1,0,0,NA
5220,The Hornet's Nest,2014,18+,6.6,72%,0,0,1,0,0,NA
5221,A Quiet Passion,2016,13+,6.4,92%,0,0,1,0,0,NA
5222,The Trotsky,2010,,6.8,79%,0,0,1,0,0,NA
5223,We Live in Public,2009,,7.2,82%,0,0,1,0,0,NA
5224,"Accidental Courtesy: Daryl Davis, Race & America",2016,,7.6,83%,0,0,1,0,0,NA
5225,The House That Dripped Blood,1971,7+,6.6,85%,0,0,1,0,0,NA
5226,King Lear,2018,16+,6.1,91%,0,0,1,0,0,NA
5227,The Big Kahuna,2000,18+,6.6,73%,0,0,1,0,0,NA
5228,Bolivia,2001,,7.3,100%,0,0,1,0,0,NA
5229,The Story of Louis Pasteur,1936,,7.3,100%,0,0,1,0,0,NA
5230,Dressed to Kill,1946,,6.9,80%,0,0,1,0,0,NA
5231,Master of the Universe,2013,all,7.2,100%,0,0,1,0,0,NA
5232,On Chesil Beach,2018,18+,6.3,67%,0,0,1,0,0,NA
5233,McKellen: Playing the Part,2018,7+,7.3,100%,0,0,1,0,0,NA
5234,Beauty Mark,2017,,6.5,100%,0,0,1,0,0,NA
5235,Airplane II: The Sequel,1982,7+,6.2,42%,0,0,1,0,0,NA
5236,The Lady Vanishes,1938,,7.8,,0,0,1,0,0,NA
5237,Nuts!,2016,,7.1,94%,0,0,1,0,0,NA
5238,White Lightning,1973,7+,6.4,86%,0,0,1,0,0,NA
5239,The Chosen,1981,7+,7.1,75%,0,0,1,0,0,2
5240,North Dallas Forty,1979,18+,6.9,83%,0,0,1,0,0,NA
5241,Hawks and Sparrows,1966,,7.3,82%,0,0,1,0,0,NA
5242,A Bucket of Blood,1959,,6.7,77%,0,0,1,0,0,NA
5243,Jab We Met,2007,13+,7.9,,0,0,1,0,0,NA
5244,Funeral in Berlin,1966,,6.9,67%,0,0,1,0,0,NA
5245,Mid-August Lunch,2008,,7.0,88%,0,0,1,0,0,NA
5246,Crush the Skull,2015,,5.7,100%,0,0,1,0,0,NA
5247,Puncture,2011,18+,6.8,52%,0,0,1,0,0,NA
5248,The Light of the Moon,2017,,6.2,97%,0,0,1,0,0,NA
5249,Destination Wedding,2018,18+,6.0,53%,0,0,1,0,0,NA
5250,The Blood Is at the Doorstep,2017,,6.5,100%,0,0,1,0,0,NA
5251,Comic-Con Episode IV: A Fan's Hope,2011,13+,7.0,82%,0,0,1,0,0,NA
5252,Three Came Home,1950,,7.3,100%,0,0,1,0,0,NA
5253,Shade,2003,18+,6.3,67%,0,0,1,0,0,NA
5254,Big Sonia,2017,,7.5,94%,0,0,1,0,0,NA
5255,Wonderstruck,2017,7+,6.2,68%,0,0,1,0,0,NA
5256,Saint Ralph,2005,13+,7.3,64%,0,0,1,0,0,NA
5257,Bad Hair,2013,,6.9,95%,0,0,1,0,0,NA
5258,Society,1989,18+,6.5,55%,0,0,1,0,0,NA
5259,A Farewell to Arms,1932,7+,6.5,93%,0,0,1,0,0,NA
5260,Stigmata,1999,18+,6.2,22%,0,0,1,0,0,NA
5261,"Tomorrow, When the War Began",2010,18+,6.2,64%,0,0,1,0,0,NA
5262,The Iron Mask,1929,,7.1,100%,0,0,1,0,0,NA
5263,The Poughkeepsie Tapes,2007,18+,6.1,60%,0,0,1,0,0,NA
5264,Home for the Holidays,1995,13+,6.6,63%,0,0,1,0,0,NA
5265,The Wild and Wonderful Whites of West Virginia,2009,18+,7.1,60%,0,0,1,0,0,NA
5266,"Christmas, Again",2014,,6.6,100%,0,0,1,0,0,NA
5267,He Walked by Night,1949,,7.2,86%,0,0,1,0,0,NA
5268,Every Little Step,2008,13+,7.5,92%,0,0,1,0,0,NA
5269,Prodigy,2017,18+,6.0,73%,0,0,1,0,0,NA
5270,Bellflower,2011,18+,6.4,73%,0,0,1,0,0,NA
5271,Crips and Bloods: Made in America,2008,,6.9,76%,0,0,1,0,0,NA
5272,StreetDance 3D,2010,13+,5.9,76%,0,0,1,0,0,NA
5273,David and Lisa,1962,,7.2,83%,0,0,1,0,0,NA
5274,Shifty,2009,,6.5,96%,0,0,1,0,0,NA
5275,Life Itself,2018,18+,6.8,14%,0,0,1,0,0,NA
5276,The Court-Martial of Billy Mitchell,1955,,6.9,100%,0,0,1,0,0,NA
5277,Fuse,2003,,7.3,80%,0,0,1,0,0,NA
5278,Is Paris Burning?,1966,7+,6.9,71%,0,0,1,0,0,NA
5279,The Dog,2013,,6.5,91%,0,0,1,0,0,5
5280,Afghan Star,2009,,7.3,100%,0,0,1,0,0,NA
5281,Interstate 60,2002,18+,7.7,,0,0,1,0,0,NA
5282,Don't Come Back from the Moon,2019,,5.6,88%,0,0,1,0,0,NA
5283,Pantani: The Accidental Death of a Cyclist,2014,7+,7.0,84%,0,0,1,0,0,NA
5284,The River,1997,,7.3,73%,0,0,1,0,0,1
5285,Kill Command,2016,,5.7,75%,0,0,1,0,0,NA
5286,Father's Little Dividend,1951,,6.6,100%,0,0,1,0,0,NA
5287,워터댄스,1992,18+,6.7,93%,0,0,1,0,0,NA
5288,Low Tide,2019,18+,6.2,71%,0,0,1,0,0,NA
5289,Biggie and Tupac,2002,18+,6.8,79%,0,0,1,0,0,NA
5290,On Her Shoulders,2018,,7.1,96%,0,0,1,0,0,NA
5291,Most Beautiful Island,2017,,5.7,93%,0,0,1,0,0,NA
5292,The Watermelon Woman,1996,,6.7,100%,0,0,1,0,0,NA
5293,The Son of Bigfoot,2017,7+,6.1,76%,0,0,1,0,0,NA
5294,The Grand Seduction,2013,13+,7.0,59%,0,0,1,0,0,NA
5295,Black Pond,2011,,5.9,100%,0,0,1,0,0,NA
5296,A Man Called Horse,1970,18+,6.9,86%,0,0,1,0,0,NA
5297,Night Tide,1963,,6.4,100%,0,0,1,0,0,NA
5298,Choose Me,1984,18+,6.8,93%,0,0,1,0,0,NA
5299,Nina Forever,2015,18+,5.6,97%,0,0,1,0,0,NA
5300,Aida's Secrets,2016,,6.7,100%,0,0,1,0,0,NA
5301,The Grocer's Son,2007,,7.0,90%,0,0,1,0,0,NA
5302,Party Girl,1995,18+,6.6,78%,0,0,1,0,0,NA
5303,Hawking,2013,18+,7.3,85%,0,0,1,0,0,NA
5304,Rules of Engagement,2000,18+,6.4,36%,0,0,1,0,0,7
5305,The Matchmaker,2010,,7.3,88%,0,0,1,0,0,NA
5306,Paul Williams Still Alive,2011,13+,6.9,97%,0,0,1,0,0,NA
5307,Birth of the Living Dead,2013,,7.0,96%,0,0,1,0,0,NA
5308,Elvis & Nixon,2016,18+,6.4,77%,0,0,1,0,0,NA
5309,Daughters of Darkness,1971,18+,6.6,73%,0,0,1,0,0,NA
5310,Archipelago,2011,,6.3,95%,0,0,1,0,0,NA
5311,Louder Than Bombs,2015,18+,6.6,72%,0,0,1,0,0,NA
5312,Pray the Devil Back to Hell,2008,,7.7,100%,0,0,1,0,0,NA
5313,Beat the Devil,1953,,6.5,75%,0,0,1,0,0,NA
5314,Rob the Mob,2014,18+,6.3,83%,0,0,1,0,0,NA
5315,No Stone Unturned,2017,7+,7.2,80%,0,0,1,0,0,NA
5316,Possum,2018,,5.6,90%,0,0,1,0,0,NA
5317,47 Meters Down: Uncaged,2019,13+,5.0,42%,0,0,1,0,0,NA
5318,Soaked in Bleach,2015,13+,7.4,30%,0,0,1,0,0,NA
5319,Bachna Ae Haseeno,2008,7+,6.2,63%,0,0,1,0,0,NA
5320,The Uninvited,2009,13+,6.3,31%,0,0,1,0,0,NA
5321,Return to Homs,2013,13+,7.7,93%,0,0,1,0,0,NA
5322,Short Eyes,1977,18+,7.1,89%,0,0,1,0,0,NA
5323,Rift,2017,,5.8,93%,0,0,1,0,0,NA
5324,Twins of Evil,1971,18+,6.6,79%,0,0,1,0,0,NA
5325,Welcome to Me,2014,18+,5.9,74%,0,0,1,0,0,NA
5326,Contract Killer,1998,18+,6.2,80%,0,0,1,0,0,NA
5327,Love Affair,1939,,7.3,86%,0,0,1,0,0,NA
5328,The Collector,2009,18+,6.4,29%,0,0,1,0,0,NA
5329,Les Misérables,2019,18+,7.6,,0,0,1,0,0,NA
5330,True Legend,2010,18+,6.4,64%,0,0,1,0,0,NA
5331,The Round Up,2010,,7.1,56%,0,0,1,0,0,NA
5332,Honey,2013,,6.7,100%,0,0,1,0,0,NA
5333,The Young Karl Marx,2017,,6.6,60%,0,0,1,0,0,NA
5334,Punching the Clown,2010,,7.2,87%,0,0,1,0,0,NA
5335,Toast,2010,,6.6,62%,0,0,1,0,0,NA
5336,"Yours, Mine and Ours",1968,,7.2,50%,0,0,1,0,0,NA
5337,Jawaani Jaaneman,2020,,6.7,64%,0,0,1,0,0,NA
5338,M.O.M. Mothers of Monsters,2020,18+,5.3,73%,0,0,1,0,0,NA
5339,Believer,2018,7+,7.0,64%,0,0,1,0,0,NA
5340,In Syria,2017,,7.0,89%,0,0,1,0,0,NA
5341,Never Forever,2007,18+,6.5,80%,0,0,1,0,0,NA
5342,Blood Tea and Red String,2006,,7.1,91%,0,0,1,0,0,NA
5343,Mischief Night,2013,,4.6,100%,0,0,1,0,0,NA
5344,A Kiss Before Dying,1956,,6.7,100%,0,0,1,0,0,NA
5345,The Bullet Vanishes,2012,13+,6.6,92%,0,0,1,0,0,NA
5346,Hitler's Children,2011,,7.4,81%,0,0,1,0,0,NA
5347,Alleluia,2014,,6.2,83%,0,0,1,0,0,NA
5348,The Wipers Times,2013,7+,7.0,88%,0,0,1,0,0,NA
5349,My Kid Could Paint That,2007,13+,7.1,94%,0,0,1,0,0,NA
5350,Lumumba,2000,,7.2,81%,0,0,1,0,0,NA
5351,Antrum,2018,,4.7,78%,0,0,1,0,0,NA
5352,The Snows of Kilimanjaro,1952,,6.2,100%,0,0,1,0,0,NA
5353,The Evil Within,2017,,5.5,100%,0,0,1,0,0,NA
5354,Vampire's Kiss,1988,18+,6.0,61%,0,0,1,0,0,NA
5355,If Only,2004,13+,7.2,,0,0,1,0,0,NA
5356,Dark Money,2018,16+,7.0,96%,0,0,1,0,0,1
5357,Arranged,2007,,7.3,64%,0,0,1,0,0,NA
5358,The Guardians,2017,18+,6.7,95%,0,0,1,0,0,NA
5359,Girl Model,2011,,6.5,91%,0,0,1,0,0,NA
5360,Hum Tum,2004,7+,7.0,,0,0,1,0,0,NA
5361,The Sadist,1963,,6.7,100%,0,0,1,0,0,NA
5362,16 Acres,2012,,6.6,100%,0,0,1,0,0,NA
5363,Foxy Brown,1974,18+,6.5,60%,0,0,1,0,0,NA
5364,In the Aisles,2018,,6.9,89%,0,0,1,0,0,NA
5365,Cleanskin,2012,18+,6.3,53%,0,0,1,0,0,NA
5366,The American Nightmare,2000,18+,7.3,67%,0,0,1,0,0,NA
5367,The Boy,2016,13+,6.0,30%,0,0,1,0,0,NA
5368,Crown Heights,2017,18+,6.5,77%,0,0,1,0,0,NA
5369,The Russian Woodpecker,2015,,6.8,96%,0,0,1,0,0,NA
5370,Are We Not Cats,2018,,5.8,91%,0,0,1,0,0,NA
5371,The Private Lives of Pippa Lee,2009,18+,6.4,69%,0,0,1,0,0,NA
5372,Eames: The Architect and the Painter,2011,,7.2,88%,0,0,1,0,0,NA
5373,The Alamo,1960,,6.9,52%,0,0,1,0,0,NA
5374,Natasha,2015,,6.3,100%,0,0,1,0,0,NA
5375,"Cinema, Aspirins and Vultures",2005,,7.4,86%,0,0,1,0,0,NA
5376,Patterns,1956,,7.7,80%,0,0,1,0,0,NA
5377,Evelyn,2002,7+,7.0,64%,0,0,1,0,0,NA
5378,The Island President,2012,7+,7.2,98%,0,0,1,0,0,NA
5379,Geography Club,2013,13+,6.5,64%,0,0,1,0,0,NA
5380,Never Goin' Back,2018,18+,6.0,76%,0,0,1,0,0,NA
5381,Clear History,2013,18+,6.5,61%,0,0,1,0,0,NA
5382,In the Mirror of Maya Deren,2002,,7.4,95%,0,0,1,0,0,NA
5383,Skin,2009,13+,6.9,84%,0,0,1,0,0,NA
5384,Fritz the Cat,1972,18+,6.3,58%,0,0,1,0,0,NA
5385,The Secret of Santa Vittoria,1969,13+,7.3,67%,0,0,1,0,0,NA
5386,They Call Us Monsters,2016,,7.1,82%,0,0,1,0,0,NA
5387,Undocumented Executive,2013,7+,6.9,100%,0,0,1,0,0,NA
5388,Nightbreed,1990,18+,6.6,38%,0,0,1,0,0,NA
5389,The House of Magic,2013,all,6.3,73%,0,0,1,0,0,NA
5390,The Words,2012,13+,7.0,25%,0,0,1,0,0,NA
5391,Party Monster,2003,18+,6.3,29%,0,0,1,0,0,NA
5392,The President,2014,,7.4,84%,0,0,1,0,0,NA
5393,Teacher of the Year,2015,,5.4,100%,0,0,1,0,0,NA
5394,The Brothers Grimm,2005,13+,5.9,38%,0,0,1,0,0,NA
5395,Free Enterprise,1998,18+,6.8,83%,0,0,1,0,0,NA
5396,Topper Returns,1941,,6.9,89%,0,0,1,0,0,NA
5397,The Kill Team,2013,18+,7.0,90%,0,0,1,0,0,NA
5398,Sonu Ke Titu Ki Sweety,2018,,7.1,40%,0,0,1,0,0,NA
5399,The Three Musketeers,1921,,7.0,100%,0,0,1,1,0,NA
5400,The Stuff,1985,18+,5.9,69%,0,0,1,0,0,NA
5401,Landline,2017,18+,6.4,75%,0,0,1,0,0,NA
5402,Empire of Dreams: The Story of the Star Wars Trilogy,2004,,8.3,,0,0,1,1,0,NA
5403,Racing Dreams,2010,7+,7.0,100%,0,0,1,0,0,NA
5404,The President's Last Bang,2005,,6.9,82%,0,0,1,0,0,NA
5405,Chi-Raq,2015,18+,5.7,82%,0,0,1,0,0,NA
5406,Escobar: Paradise Lost,2014,13+,6.5,55%,0,0,1,0,0,NA
5407,Shoot to Kill,1988,18+,6.8,100%,0,0,1,0,0,NA
5408,Gabrielle,2013,18+,7.0,88%,0,0,1,0,0,NA
5409,Shun Li and the Poet,2011,,7.2,95%,0,0,1,0,0,NA
5410,Pali Road,2016,7+,7.2,55%,0,0,1,0,0,NA
5411,Into the Blue,2005,13+,5.9,21%,0,0,1,0,0,NA
5412,The Little Girl Who Was Too Fond of Matches,2017,16+,7.0,86%,0,0,1,0,0,NA
5413,Crimes of the Heart,1986,13+,6.4,81%,0,0,1,0,0,NA
5414,The Descent: Part 2,2009,18+,5.8,57%,0,0,1,0,0,NA
5415,Svengali,1931,7+,6.8,83%,0,0,1,0,0,NA
5416,Scott Walker: 30 Century Man,2007,all,7.2,87%,0,0,1,0,0,NA
5417,Happy Hunting,2017,,5.1,100%,0,0,1,0,0,NA
5418,Punk's Not Dead,2007,,7.1,90%,0,0,1,0,0,NA
5419,Approaching the Elephant,2015,,7.0,100%,0,0,1,0,0,NA
5420,Graduation,2018,,7.4,96%,0,0,1,0,0,NA
5421,The People vs. George Lucas,2010,,6.6,72%,0,0,1,0,0,NA
5422,A River Below,2017,16+,7.2,100%,0,0,1,0,0,NA
5423,The Midwife,2017,,6.7,89%,0,0,1,0,0,NA
5424,Funny Ha Ha,2002,,6.5,88%,0,0,1,0,0,NA
5425,Me Without You,2001,18+,6.9,66%,0,0,1,0,0,NA
5426,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2016,13+,7.7,84%,0,0,1,0,0,NA
5427,Tales of Halloween,2015,18+,5.5,79%,0,0,1,0,0,NA
5428,Street Scene,1931,,7.6,100%,0,0,1,0,0,NA
5429,Tatsumi,2011,,7.1,94%,0,0,1,0,0,NA
5430,Deranged,2012,,6.4,60%,0,0,1,0,0,NA
5431,The Man Who Saved the World,2014,,7.6,68%,0,0,1,0,0,NA
5432,Voyager,1991,13+,6.7,56%,0,0,1,0,0,7
5433,The Kennel Murder Case,1933,,7.0,83%,0,0,1,0,0,NA
5434,Dark River,2018,18+,5.8,79%,0,0,1,0,0,NA
5435,Ex Libris: New York Public Library,2017,,7.4,97%,0,0,1,0,0,NA
5436,Battle in Seattle,2007,18+,6.7,56%,0,0,1,0,0,NA
5437,Dark Blue,2002,18+,6.6,59%,0,0,1,0,0,NA
5438,The Bellboy,1960,,6.5,70%,0,0,1,0,0,NA
5439,Happythankyoumoreplease,2011,18+,6.8,42%,0,0,1,0,0,NA
5440,Bottle Shock,2008,13+,6.8,48%,0,0,1,0,0,NA
5441,Genevieve,1953,,7.1,80%,0,0,1,0,0,NA
5442,River of Grass,1995,,6.6,94%,0,0,1,0,0,NA
5443,The Bridesmaid,2004,,6.6,93%,0,0,1,0,0,NA
5444,Pass Over,2018,,5.6,92%,0,0,1,0,0,NA
5445,Bad Lucky Goat,2017,,6.8,100%,0,0,1,0,0,NA
5446,Pussy Riot: A Punk Prayer,2013,,7.0,83%,0,0,1,0,0,NA
5447,Listen Up Philip,2014,,6.3,82%,0,0,1,0,0,NA
5448,Big Nothing,2006,18+,6.8,46%,0,0,1,0,0,NA
5449,Mayor of the Sunset Strip,2003,18+,7.0,87%,0,0,1,0,0,NA
5450,Conquest 1453,2012,,6.7,40%,0,0,1,0,0,NA
5451,Road to Bali,1953,,6.5,71%,0,0,1,0,0,NA
5452,"Pulp: a Film About Life, Death & Supermarkets",2014,,7.2,85%,0,0,1,0,0,NA
5453,My Favorite Season,1993,,7.1,92%,0,0,1,0,0,NA
5454,Number 37,2018,,6.3,100%,0,0,1,0,0,NA
5455,Japanese Story,2003,18+,6.7,68%,0,0,1,0,0,NA
5456,Tortilla Soup,2001,13+,6.7,74%,0,0,1,0,0,NA
5457,Friday the 13th Part 2,1981,18+,6.1,28%,0,0,1,0,0,NA
5458,The Reef,2010,18+,5.8,79%,0,0,1,0,0,NA
5459,Some Freaks,2016,,6.2,92%,0,0,1,0,0,NA
5460,Theeran Adhigaaram Ondru,2017,18+,8.3,,0,0,1,0,0,NA
5461,Wreckers,2011,18+,6.0,92%,0,0,1,0,0,NA
5462,Look Both Ways,2005,13+,7.0,75%,0,0,1,0,0,NA
5463,William S. Burroughs: A Man Within,2010,,7.2,88%,0,0,1,0,0,NA
5464,Knightriders,1981,18+,6.3,77%,0,0,1,0,0,NA
5465,Sheikh Jackson,2017,,7.0,75%,0,0,1,0,0,NA
5466,What Richard Did,2012,18+,6.3,91%,0,0,1,0,0,NA
5467,Inside the Rain,2020,,4.1,88%,0,0,1,0,0,NA
5468,Valley Uprising,2014,,8.1,,0,0,1,0,0,NA
5469,Birds Without Names,2017,,6.6,100%,0,0,1,0,0,NA
5470,All About Them,2015,,6.3,100%,0,0,1,0,0,NA
5471,Men at Work,2006,,6.5,100%,0,0,1,0,0,NA
5472,Terror by Night,1946,,6.9,75%,0,0,1,0,0,NA
5473,Jigarthanda,2014,13+,8.3,,0,0,1,0,0,NA
5474,My Way,2012,,6.9,83%,0,0,1,0,0,NA
5475,Crossing Arizona,2006,,8.0,100%,0,0,1,0,0,NA
5476,Back to Burgundy,2017,,6.9,72%,0,0,1,0,0,NA
5477,The Perfect Game,2010,7+,6.9,57%,0,0,1,0,0,NA
5478,Dil To Pagal Hai,1997,all,7.0,,0,0,1,0,0,NA
5479,"Lovely, Still",2008,7+,7.1,73%,0,0,1,0,0,NA
5480,Ta Ra Rum Pum,2007,all,5.6,50%,0,0,1,0,0,NA
5481,Braid,2019,18+,5.3,87%,0,0,1,0,0,NA
5482,Buzzard,2015,,6.4,87%,0,0,1,0,0,NA
5483,A Dark Place,2019,,6.2,52%,0,0,1,0,0,NA
5484,Finding Mr. Right,2013,13+,6.4,86%,0,0,1,0,0,NA
5485,The Whole Gritty City,2013,,7.8,100%,0,0,1,0,0,NA
5486,Estranged,2015,,5.4,100%,0,0,1,0,0,NA
5487,Hitting the Apex,2015,,8.4,,0,0,1,0,0,NA
5488,Woman Walks Ahead,2018,18+,6.6,53%,0,0,1,0,0,NA
5489,The Horse Boy,2009,,7.3,75%,0,0,1,0,0,NA
5490,Twice Born,2012,18+,7.4,17%,0,0,1,0,0,NA
5491,"Empathy, Inc.",2018,,4.9,85%,0,0,1,0,0,NA
5492,In the Name of...,2013,,6.6,77%,0,0,1,0,0,NA
5493,Angel and the Badman,1947,,6.9,71%,0,0,1,0,0,NA
5494,Bright Days Ahead,2013,,6.3,87%,0,0,1,0,0,NA
5495,Her Composition,2015,,5.3,100%,0,0,1,0,0,NA
5496,Wal-Mart: The High Cost of Low Price,2005,,6.8,93%,0,0,1,0,0,NA
5497,The Possession,2012,13+,5.9,40%,0,0,1,0,0,NA
5498,The Country Teacher,2008,,6.9,81%,0,0,1,0,0,NA
5499,Mohabbatein,2000,7+,7.1,,0,0,1,0,0,NA
5500,The Flying Deuces,1939,,6.9,83%,0,0,1,0,0,NA
5501,The Divine Order,2017,,7.0,83%,0,0,1,0,0,NA
5502,Africa: The Serengeti,1994,,7.3,100%,0,0,1,0,0,NA
5503,Mia madre,2015,18+,6.8,84%,0,0,1,0,0,NA
5504,Vampire Circus,1972,7+,6.4,80%,0,0,1,0,0,NA
5505,Examined Life,2008,,7.0,77%,0,0,1,0,0,NA
5506,Shadow Company,2006,,7.7,86%,0,0,1,0,0,NA
5507,The Day of the Triffids,1962,,6.2,76%,0,0,1,0,0,1
5508,Absurdistan,2008,,6.8,83%,0,0,1,0,0,NA
5509,The Moustache,2005,all,6.7,86%,0,0,1,0,0,NA
5510,Entre Nos,2009,,7.3,83%,0,0,1,0,0,NA
5511,Cecil B. Demented,2000,18+,6.3,53%,0,0,1,0,0,NA
5512,The Red House,1947,,6.8,80%,0,0,1,0,0,NA
5513,Tideland,2005,18+,6.5,31%,0,0,1,0,0,NA
5514,Lost in Paris,2017,,6.2,86%,0,0,1,0,0,NA
5515,Species,1995,18+,5.8,43%,0,0,1,0,0,NA
5516,Manifesto,2015,,6.6,76%,0,0,1,0,0,3
5517,City of the Living Dead,1980,,6.3,50%,0,0,1,0,0,NA
5518,Halston,2019,,6.6,76%,0,0,1,0,0,1
5519,Home Again,2017,13+,5.8,32%,0,0,1,0,0,NA
5520,The Samurai,2014,,5.7,100%,0,0,1,0,0,NA
5521,The Good Postman,2016,,7.3,100%,0,0,1,0,0,NA
5522,I Am Another You,2017,,7.2,94%,0,0,1,0,0,NA
5523,Dhoom,2004,7+,6.7,,0,0,1,0,0,NA
5524,The Double Hour,2009,,6.7,82%,0,0,1,0,0,NA
5525,Pandemic,2016,13+,4.4,44%,0,0,1,0,0,NA
5526,Nobody's Watching,2017,18+,6.6,89%,0,0,1,0,0,NA
5527,My Name Is Emily,2016,,6.6,89%,0,0,1,0,0,NA
5528,Cherry,2010,18+,6.7,64%,0,0,1,0,0,NA
5529,Rampart,2011,18+,5.8,74%,0,0,1,0,0,7
5530,Ping Pong,2012,,7.3,95%,0,0,1,0,0,NA
5531,Once I Was a Beehive,2015,7+,6.2,75%,0,0,1,0,0,NA
5532,Sister Helen,2002,,7.8,92%,0,0,1,0,0,NA
5533,War Don Don,2010,,7.2,100%,0,0,1,0,0,NA
5534,Romero,1989,13+,7.1,78%,0,0,1,0,0,NA
5535,Top Knot Detective,2017,,6.3,100%,0,0,1,0,0,NA
5536,Girl Asleep,2015,18+,6.2,81%,0,0,1,0,0,NA
5537,The Ninth Day,2004,,7.1,78%,0,0,1,0,0,NA
5538,Five Fingers for Marseilles,2018,,6.1,76%,0,0,1,0,0,NA
5539,Shottas,2002,18+,6.2,19%,0,0,1,0,0,NA
5540,Holy Air,2017,,6.5,100%,0,0,1,0,0,NA
5541,Saint Jack,1979,18+,7.0,67%,0,0,1,0,0,NA
5542,The Golden Child,1986,13+,6.0,26%,0,0,1,0,0,NA
5543,Hal,2019,,6.9,90%,0,0,1,0,0,NA
5544,Last Call at the Oasis,2011,13+,7.4,81%,0,0,1,0,0,NA
5545,Stella Maris,1918,,6.7,86%,0,0,1,0,0,NA
5546,Edge Codes.com: The Art of Motion Picture Editing,2004,,6.8,100%,0,0,1,0,0,NA
5547,The Sunset Limited,2011,18+,7.4,,0,0,1,0,0,NA
5548,Django,2017,13+,6.3,61%,0,0,1,0,0,NA
